ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,target
28075,0.011,0.234,0.971,0.262,0.337,0.626,0.454,0.897,0.863,0.681,8.959
28076,0.011,0.084,0.234,0.272,0.808,0.936,0.465,0.149,0.812,0.198,7.371
28077,0.777,0.571,0.815,0.545,0.74,0.199,0.669,0.994,0.228,0.354,21.713
28078,0.842,0.327,0.034,0.697,0.486,0.945,0.568,0.351,0.224,0.34,22.659
28079,0.828,0.305,0.534,0.899,0.061,0.163,0.148,0.97,0.757,0.126,16.491
28080,0.899,0.812,0.788,0.929,0.88,0.06,0.774,0.063,0.589,0.047,21.556
28081,0.89,0.131,0.134,0.255,0.799,0.084,0.578,0.403,0.134,0.24,14.198
28082,0.611,0.968,0.126,0.929,0.634,0.189,0.792,0.345,0.425,0.724,25.827
28083,0.877,0.302,0.144,0.042,0.249,0.347,0.668,0.093,0.505,0.462,12.796
28084,0.825,0.599,0.091,0.267,0.206,0.803,0.08,0.807,0.03,0.65,17.771
28085,0.316,0.662,0.005,0.144,0.353,0.874,0.185,0.83,0.053,0.365,14.466
28086,0.138,0.778,0.779,0.03,0.859,0.415,0.11,0.526,0.266,0.243,8.42
28087,0.964,0.892,0.631,0.585,0.748,0.111,0.534,0.42,0.803,0.254,12.601
28088,0.972,0.378,0.286,0.653,0.845,0.474,0.435,0.732,0.37,0.622,19.653
28089,0.543,0.15,0.303,0.411,0.255,0.51,0.155,0.973,0.944,0.85,8.983
28090,0.853,0.097,0.494,0.008,0.772,0.336,0.134,0.692,0.153,0.873,5.601
28091,0.049,0.739,0.684,0.184,0.354,0.983,0.698,0.9,0.054,0.975,5.361
28092,0.543,0.714,0.21,0.227,0.383,0.689,0.349,0.203,0.691,0.967,15.081
28093,0.439,0.887,0.36,0.465,0.763,0.382,0.983,0.636,0.96,0.435,18.497
28094,0.949,0.996,0.962,0.51,0.305,0.242,0.268,0.323,0.482,0.21,11.889
28095,0.483,0.314,0.114,0.35,0.514,0.605,0.049,0.399,0.711,0.388,13.684
28096,0.466,0.521,0.192,0.81,0.314,0.547,0.488,0.667,0.296,0.493,17.021
28097,0.322,0.259,0.297,0.336,0.489,0.524,0.886,0.652,0.609,0.91,8.674
28098,0.608,0.98,0.441,0.706,0.282,0.827,0.464,0.583,0.459,0.773,18.224
28099,0.316,0.12,0.098,0.428,0.541,0.686,0.145,0.411,0.684,0.44,11.085
28100,0.85,0.782,0.062,0.142,0.98,0.026,0.62,0.065,0.192,0.036,17.89
28101,0.701,0.754,0.502,0.253,0.915,0.912,0.056,0.768,0.477,0.249,17.188
28102,0.663,0.374,0.452,0.177,0.898,0.579,0.848,0.146,0.416,0.312,14.719
28103,0.446,0.381,0.715,0.142,0.658,0.24,0.888,0.097,0.698,0.319,10.139
28104,0.792,0.563,0.577,0.956,0.961,0.168,0.712,0.75,0.558,0.934,24.53
28105,0.173,0.546,0.404,0.136,0.068,0.543,0.075,0.924,0.555,0.994,4.937
28106,0.959,0.562,0.923,0.247,0.94,0.713,0.46,0.125,0.108,0.658,20.187
28107,0.781,0.24,0.19,0.338,0.805,0.607,0.594,0.083,0.164,0.988,16.157
28108,0.096,0.266,0.712,0.605,0.887,0.367,0.506,0.209,0.911,0.841,12.984
28109,0.703,0.613,0.384,0.896,0.545,0.604,0.627,0.022,0.539,0.062,21.514
28110,0.27,0.096,0.586,0.091,0.07,0.783,0.211,0.138,0.931,0.978,1.963
28111,0.704,0.939,0.551,0.424,0.907,0.453,0.918,0.59,0.476,0.736,17.458
28112,0.719,0.684,0.389,0.895,0.064,0.489,0.273,0.213,0.897,0.434,20.662
28113,0.108,0.413,0.804,0.266,0.334,0.621,0.1,0.32,0.861,0.596,7.173
28114,0.327,0.11,0.652,0.59,0.838,0.72,0.258,0.658,0.292,0.101,11.408
28115,0.93,0.281,0.363,0.724,0.397,0.6,0.358,0.546,0.296,0.015,14.426
28116,0.982,0.952,0.768,0.824,0.88,0.768,0.398,0.891,0.002,0.654,14.766
28117,0.027,0.999,0.982,0.375,0.054,0.635,0.103,0.356,0.003,0.042,9.991
28118,0.687,0.583,0.358,0.071,0.675,0.702,0.578,0.908,0.109,0.164,13.979
28119,0.059,0.961,0.178,0.436,0.55,0.82,0.516,0.869,0.667,0.75,11.107
28120,0.361,0.608,0.88,0.021,0.509,0.814,0.888,0.667,0.071,0.948,11.113
28121,0.844,0.709,0.381,0.008,0.75,0.99,0.1,0.581,0.369,0.448,13.717
28122,0.837,0.468,0.554,0.536,0.281,0.574,0.422,0.721,0.201,0.268,16.881
28123,0.277,0.314,0.805,0.494,0.627,0.329,0.644,0.109,0.588,0.504,13.264
28124,0.595,0.959,0.075,0.665,0.871,0.784,0.973,0.434,0.389,0.84,23.705
28125,0.356,0.444,0.518,0.634,0.378,0.161,0.063,0.278,0.861,0.98,14.616
28126,0.682,0.797,0.081,0.116,0.834,0.986,0.512,0.195,0.531,0.302,17.573
28127,0.414,0.049,0.164,0.112,0.151,0.018,0.266,0.418,0.38,0.814,5.831
28128,0.453,0.908,0.107,0.098,0.275,0.61,0.118,0.93,0.922,0.546,12.958
28129,0.366,0.97,0.668,0.776,0.354,0.14,0.178,0.946,0.128,0.846,18.056
28130,0.201,0.438,0.769,0.977,0.573,0.523,0.115,0.596,0.497,0.269,16.914
28131,0.526,0.464,0.491,0.901,0.352,0.484,0.409,0.995,0.512,0.091,19.047
28132,0.711,0.318,0.413,0.932,0.855,0.883,0.885,0.089,0.93,0.489,20.534
28133,0.224,0.139,0.966,0.95,0.289,0.184,0.005,0.936,0.496,0.743,17.337
28134,0.907,0.149,0.391,0.475,0.165,0.777,0.138,0.758,0.531,0.005,10.18
28135,0.102,0.828,0.509,0.228,0.279,0.572,0.349,0.389,0.559,0.968,6.844
28136,0.564,0.21,0.872,0.725,0.162,0.611,0.783,0.664,0.322,0.238,13.428
28137,0.748,0.542,0.786,0.564,0.843,0.146,0.778,0.841,0.533,0.277,20.338
28138,0.406,0.595,0.484,0.925,0.739,0.633,0.233,0.479,0.815,0.666,18.034
28139,0.064,0.097,0.623,0.348,0.932,0.337,0.5,0.19,0.923,0.069,10.002
28140,0.579,0.879,0.968,0.105,0.311,0.272,0.582,0.291,0.207,0.197,17.603
28141,0.976,0.218,0.516,0.467,0.098,0.806,0.453,0.327,0.125,0.976,11.856
28142,0.745,0.953,0.436,0.84,0.431,0.104,0.701,0.815,0.917,0.434,17.348
28143,0.529,0.139,0.276,0.014,0.928,0.596,0.599,0.924,0.538,0.167,9.988
28144,0.67,0.966,0.968,0.13,0.804,0.367,0.976,0.7,0.352,0.748,19.034
28145,0.041,0.961,0.315,0.232,0.843,0.37,0.703,0.034,0.782,0.463,8.216
28146,0.004,0.412,0.166,0.227,0.011,0.088,0.671,0.575,0.147,0.868,5.978
28147,0.067,0.41,0.352,0.387,0.456,0.987,0.303,0.521,0.973,0.828,7.099
28148,0.287,0.06,0.264,0.056,0.088,0.677,0.3,0.494,0.731,0.771,3.782
28149,0.065,0.17,0.088,0.729,0.209,0.146,0.581,0.6,0.828,0.615,12.425
28150,0.418,0.443,0.421,0.7,0.559,0.28,0.666,0.078,0.749,0.176,15.088
28151,0.216,0.165,0.535,0.85,0.901,0.538,0.225,0.666,0.609,0.209,14.191
28152,0.309,0.987,0.671,0.152,0.952,0.699,0.458,0.783,0.365,0.594,13.933
28153,0.568,0.685,0.418,0.75,0.554,0.006,0.194,0.672,0.291,0.069,19.312
28154,0.024,0.47,0.324,0.605,0.979,0.0,0.865,0.687,0.65,0.215,11.417
28155,0.136,0.568,0.132,0.74,0.113,0.2,0.884,0.534,0.291,0.73,12.551
28156,0.562,0.509,0.805,0.461,0.26,0.403,0.812,0.594,0.203,0.92,15.369
28157,0.943,0.826,0.105,0.494,0.828,0.413,0.94,0.027,0.174,0.735,18.778
28158,0.407,0.018,0.177,0.393,0.163,0.92,0.092,0.076,0.427,0.303,8.596
28159,0.868,0.149,0.716,0.94,0.392,0.993,0.501,0.281,0.859,0.572,17.971
28160,0.128,0.37,0.147,0.117,0.621,0.293,0.259,0.915,0.703,0.891,7.904
28161,0.587,0.473,0.223,0.538,0.086,0.996,0.467,0.013,0.767,0.647,14.74
28162,0.788,0.066,0.285,0.256,0.199,0.98,0.579,0.724,0.026,0.016,4.723
28163,0.482,0.435,0.51,0.065,0.307,0.784,0.645,0.01,0.33,0.596,8.594
28164,0.901,0.858,0.614,0.463,0.99,0.766,0.507,0.911,0.76,0.961,16.013
28165,0.385,0.076,0.898,0.271,0.057,0.168,0.66,0.277,0.638,0.99,7.158
28166,0.105,0.719,0.372,0.874,0.282,0.194,0.301,0.126,0.07,0.662,13.201
28167,0.362,0.642,0.345,0.521,0.317,0.445,0.055,0.79,0.233,0.024,13.142
28168,0.185,0.655,0.055,0.115,0.743,0.616,0.209,0.936,0.001,0.238,12.421
28169,0.126,0.872,0.051,0.018,0.123,0.827,0.167,0.302,0.305,0.796,7.943
28170,0.208,0.745,0.367,0.658,0.589,0.818,0.526,0.178,0.009,0.039,14.512
28171,0.391,0.973,0.321,0.956,0.498,0.255,0.981,0.728,0.994,0.344,20.943
28172,0.26,0.188,0.982,0.402,0.316,0.409,0.077,0.458,0.881,0.172,11.904
28173,0.563,0.92,0.123,0.484,0.039,0.486,0.261,0.974,0.997,0.169,17.646
28174,0.126,0.847,0.722,0.563,0.206,0.6,0.202,0.32,0.895,0.026,10.278
28175,0.532,0.596,0.952,0.218,0.038,0.972,0.201,0.604,0.095,0.959,14.434
28176,0.009,0.857,0.881,0.639,0.21,0.458,0.912,0.463,0.122,0.423,9.384
28177,0.56,0.065,0.104,0.407,0.958,0.86,0.582,0.624,0.219,0.819,14.962
28178,0.311,0.303,0.649,0.086,0.649,0.233,0.226,0.814,0.626,0.635,6.739
28179,0.63,0.896,0.205,0.857,0.379,0.812,0.53,0.393,0.203,0.18,20.325
28180,0.272,0.533,0.569,0.299,0.05,0.755,0.429,0.937,0.496,0.732,7.792
28181,0.476,0.865,0.355,0.966,0.341,0.512,0.861,0.412,0.702,0.749,22.745
28182,0.646,0.09,0.454,0.107,0.467,0.66,0.977,0.694,0.976,0.856,5.699
28183,0.614,0.241,0.177,0.504,0.976,0.075,0.225,0.897,0.008,0.453,17.137
28184,0.213,0.2,0.154,0.613,0.627,0.662,0.138,0.395,0.898,0.185,11.823
28185,0.624,0.882,0.385,0.03,0.304,0.092,0.051,0.24,0.819,0.63,13.374
28186,0.783,0.929,0.431,0.086,0.724,0.481,0.199,0.955,0.562,0.303,11.2
28187,0.791,0.428,0.337,0.739,0.538,0.823,0.554,0.405,0.108,0.56,20.556
28188,0.766,0.82,0.353,0.087,0.44,0.162,0.712,0.061,0.786,0.384,13.111
28189,0.481,0.376,0.584,0.471,0.086,0.268,1.0,0.705,0.366,0.929,11.196
28190,0.979,0.635,0.002,0.314,0.536,0.022,0.088,0.423,0.402,0.491,19.477
28191,0.761,0.262,0.619,0.23,0.944,0.408,0.2,0.327,0.903,0.643,14.514
28192,0.506,0.882,0.432,0.187,0.849,0.418,0.81,0.461,0.282,0.253,15.982
28193,0.572,0.681,0.025,0.011,0.22,0.289,0.791,0.897,0.902,0.855,16.742
28194,0.126,0.755,0.428,0.355,0.827,0.307,0.369,0.483,0.818,0.003,10.88
28195,0.4,0.85,0.463,0.563,0.824,0.268,0.347,0.667,0.121,0.185,20.741
28196,0.225,0.078,0.67,0.512,0.336,0.384,0.659,0.189,0.985,0.277,7.402
28197,0.339,0.633,0.271,0.198,0.445,0.703,0.514,0.662,0.166,0.51,11.284
28198,0.409,0.116,0.578,0.715,0.51,0.996,0.912,0.411,0.898,0.186,10.913
28199,0.687,0.916,0.206,0.863,0.734,0.476,0.522,0.716,0.419,0.457,23.366
28200,0.412,0.768,0.394,0.19,0.22,0.103,0.411,0.603,0.292,0.733,11.426
28201,0.035,0.2,0.879,0.675,0.692,0.023,0.838,0.471,0.312,0.349,13.005
28202,0.537,0.944,0.46,0.063,0.382,0.905,0.205,0.016,0.48,0.411,11.548
28203,0.566,0.305,0.994,0.179,0.358,0.331,0.155,0.53,0.233,0.227,14.833
28204,0.153,0.498,0.822,0.525,0.755,0.914,0.777,0.288,0.758,0.324,12.891
28205,0.515,0.602,0.797,0.508,0.413,0.399,0.693,0.044,0.343,0.467,15.692
28206,0.666,0.938,0.797,0.563,0.011,0.438,0.021,0.094,0.423,0.552,16.293
28207,0.578,0.691,0.803,0.397,0.829,0.657,0.596,0.257,0.797,0.594,21.423
28208,0.641,0.368,0.017,0.59,0.44,0.624,0.275,0.565,0.981,0.833,20.991
28209,0.406,0.284,0.915,0.852,0.962,0.761,0.483,0.053,0.587,0.834,20.358
28210,0.382,0.386,0.715,0.327,0.436,0.383,0.057,0.071,0.097,0.221,11.069
28211,0.981,0.458,0.975,0.45,0.827,0.901,0.852,0.954,0.48,0.841,22.712
28212,0.476,0.524,0.83,0.929,0.51,0.119,0.791,0.743,0.042,0.607,22.204
28213,0.839,0.258,0.25,0.543,0.07,0.58,0.115,0.476,0.66,0.219,12.534
28214,0.238,0.916,0.924,0.696,0.871,0.789,0.118,0.362,0.819,0.714,20.136
28215,0.336,0.018,0.275,0.876,0.985,0.284,0.692,0.495,0.838,0.093,15.088
28216,0.041,0.626,0.768,0.921,0.136,0.462,0.361,0.947,0.608,0.958,13.125
28217,0.536,0.175,0.123,0.932,0.306,0.625,0.643,0.256,0.661,0.124,15.324
28218,0.29,0.105,0.501,0.911,0.933,0.376,0.508,0.278,0.556,0.626,15.968
28219,0.801,0.414,0.91,0.751,0.591,0.864,0.972,0.479,0.344,0.64,23.58
28220,0.332,0.546,0.253,0.653,0.242,0.215,0.495,0.166,0.834,0.983,15.467
28221,0.832,0.234,0.369,0.67,0.293,0.934,0.57,0.916,0.779,0.405,14.936
28222,0.589,0.182,0.969,0.608,0.663,0.436,0.371,0.104,0.77,0.286,15.816
28223,0.794,0.047,0.277,0.117,0.665,0.859,0.686,0.185,0.053,0.918,7.833
28224,0.448,0.504,0.587,0.784,0.755,0.877,0.005,0.773,0.458,0.364,17.901
28225,0.296,0.121,0.041,0.782,0.521,0.312,0.555,0.759,0.056,0.342,16.214
28226,0.783,0.601,0.982,0.088,0.381,0.297,0.325,0.892,0.925,0.51,18.671
28227,0.723,0.141,0.17,0.717,0.677,0.73,0.137,0.967,0.857,0.817,16.151
28228,0.02,0.563,0.693,0.094,0.899,0.639,0.605,0.38,0.22,0.775,5.604
28229,0.02,0.233,0.764,0.456,0.059,0.551,0.591,0.864,0.678,0.119,5.913
28230,0.807,0.851,0.218,0.912,0.073,0.121,0.516,0.669,0.183,0.657,17.971
28231,0.474,0.481,0.471,0.934,0.915,0.456,0.464,0.033,0.481,0.418,20.485
28232,0.611,0.498,0.384,0.126,0.711,0.006,0.385,0.404,0.464,0.059,15.543
28233,0.886,0.378,0.703,0.575,0.304,0.054,0.179,0.876,0.812,0.194,16.036
28234,0.955,0.081,0.633,0.392,0.138,0.135,0.392,0.411,0.158,0.787,8.859
28235,0.448,0.097,0.827,0.146,0.591,0.672,0.673,0.295,0.663,0.734,7.998
28236,0.229,0.343,0.095,0.297,0.751,0.731,0.368,0.909,0.984,0.335,13.62
28237,0.421,0.245,0.257,0.251,0.942,0.168,0.652,0.308,0.465,0.921,11.831
28238,0.369,0.951,0.315,0.163,0.114,0.956,0.34,0.398,0.063,0.682,11.784
28239,0.267,0.885,0.262,0.22,0.605,0.171,0.207,0.89,0.169,0.812,12.05
28240,0.635,0.874,0.472,0.384,0.796,0.836,0.581,0.515,0.995,0.428,18.018
28241,0.595,0.667,0.634,0.311,0.378,0.863,0.698,0.376,0.99,0.039,14.853
28242,0.116,0.75,0.37,0.582,0.937,0.567,0.719,0.283,0.597,0.373,13.353
28243,0.522,0.165,0.096,0.837,0.668,0.894,0.085,0.115,0.276,0.901,17.933
28244,0.563,0.619,0.8,0.125,0.058,0.898,0.161,0.918,0.223,0.617,10.755
28245,0.925,0.051,0.546,0.084,0.648,0.201,0.182,0.098,0.502,0.536,5.091
28246,0.682,0.553,0.963,0.586,0.71,0.164,0.69,0.838,0.14,0.977,22.801
28247,0.304,0.065,0.372,0.882,0.338,0.874,0.192,0.413,0.416,0.995,11.185
28248,0.645,0.219,0.4,0.339,0.84,0.974,0.632,0.663,0.636,0.683,11.1
28249,0.787,0.682,0.955,0.446,0.354,0.93,0.615,0.078,0.562,0.433,20.159
28250,0.658,0.095,0.466,0.556,0.198,0.652,0.121,0.374,0.201,0.211,8.02
28251,0.325,0.214,0.507,0.962,0.287,0.293,0.256,0.485,0.65,0.849,13.276
28252,0.495,0.623,0.067,0.643,0.726,0.619,0.124,0.656,0.622,0.952,23.072
28253,0.056,0.728,0.904,0.761,0.854,0.133,0.535,0.296,0.614,0.18,15.736
28254,0.568,0.744,0.435,0.758,0.827,0.864,0.87,0.691,0.061,0.801,22.264
28255,0.926,0.15,0.477,0.666,0.418,0.688,0.592,0.868,0.43,0.979,14.392
28256,0.985,0.397,0.871,0.398,0.325,0.172,0.119,0.922,0.126,0.595,18.195
28257,0.684,0.629,0.749,0.031,0.853,0.167,0.708,0.43,0.067,0.883,15.476
28258,0.821,0.51,0.405,0.121,0.21,0.106,0.714,0.358,0.321,0.878,11.325
28259,0.307,0.488,0.244,0.493,0.072,0.756,0.822,0.116,0.846,0.612,11.834
28260,0.154,0.871,0.802,0.924,0.367,0.64,0.172,0.741,0.04,0.09,17.523
28261,0.766,0.525,0.722,0.74,0.381,0.419,0.553,0.008,0.154,0.447,20.001
28262,0.098,0.761,0.448,0.885,0.924,0.38,0.82,0.733,0.954,0.834,15.394
28263,0.488,0.326,0.394,0.105,0.416,0.879,0.269,0.393,0.014,0.511,8.642
28264,0.109,0.463,0.356,0.01,0.98,0.39,0.202,0.68,0.472,0.255,7.652
28265,0.067,0.565,0.871,0.986,0.948,0.748,0.209,0.43,0.506,0.458,17.911
28266,0.645,0.582,0.091,0.548,0.431,0.687,0.71,0.343,0.974,0.766,19.299
28267,0.687,0.403,0.103,0.56,0.335,0.468,0.103,0.665,0.018,0.393,17.551
28268,0.381,0.423,0.842,0.112,0.099,0.158,0.254,0.73,0.097,0.215,11.008
28269,0.18,0.434,0.642,0.207,0.59,0.232,0.062,0.473,0.505,0.121,8.33
28270,0.761,0.167,0.36,0.945,0.748,0.903,0.917,0.435,0.849,0.613,18.702
28271,0.694,0.624,0.603,0.876,0.848,0.63,0.554,0.737,0.008,0.37,22.777
28272,0.622,0.242,0.406,0.251,0.379,0.603,0.287,0.588,0.004,0.193,9.707
28273,0.748,0.594,0.435,0.359,0.714,0.471,0.006,0.385,0.392,0.447,18.246
28274,0.893,0.361,0.596,0.259,0.459,0.688,0.681,0.284,0.825,0.013,14.583
28275,0.535,0.418,0.43,0.887,0.236,0.114,0.976,0.795,0.183,0.178,16.879
28276,0.903,1.0,0.261,0.141,0.718,0.495,0.88,0.313,0.515,0.028,8.38
28277,0.735,0.967,0.681,0.085,0.068,0.077,0.327,0.749,0.136,0.375,10.187
28278,0.789,0.708,0.616,0.066,0.192,0.346,0.612,0.652,0.846,0.596,12.635
28279,0.752,0.258,0.784,0.412,0.69,0.271,0.839,0.762,0.677,0.418,15.71
28280,0.895,0.593,0.508,0.5,0.061,0.693,0.348,0.115,0.497,0.982,15.98
28281,0.943,0.313,0.588,0.452,0.905,0.811,0.879,0.571,0.761,0.641,17.178
28282,0.563,0.552,0.976,0.19,0.618,0.831,0.145,0.295,0.934,0.432,16.781
28283,0.777,0.51,0.58,0.85,0.346,0.865,0.795,0.481,0.756,0.177,18.736
28284,0.902,0.175,0.311,0.369,0.668,0.821,0.034,0.234,0.617,0.102,13.1
28285,0.704,0.663,0.351,0.686,0.136,0.941,0.526,0.665,0.155,0.927,17.584
28286,0.55,0.375,0.664,0.606,0.653,0.797,0.745,0.897,0.856,0.274,14.874
28287,0.882,0.414,0.048,0.596,0.73,0.647,0.571,0.913,0.536,0.005,23.449
28288,0.797,0.44,0.086,0.19,0.827,0.944,0.068,0.747,0.512,0.717,17.88
28289,0.22,0.566,0.979,0.945,0.218,0.355,0.964,0.483,0.602,0.474,20.012
28290,0.426,0.643,0.245,0.584,0.401,0.412,0.459,0.975,0.812,0.261,15.886
28291,0.888,0.885,0.384,0.596,0.856,0.969,0.143,0.678,0.873,0.316,17.204
28292,0.566,0.66,0.267,0.371,0.667,0.782,0.428,0.148,0.671,0.392,16.929
28293,0.476,0.194,0.982,0.449,0.677,0.816,0.716,0.591,0.9,0.679,14.451
28294,0.543,0.512,0.366,0.648,0.996,0.959,0.589,0.029,0.972,0.625,19.759
28295,0.621,0.41,0.132,0.901,0.177,0.313,0.894,0.958,0.557,0.949,20.836
28296,0.598,0.003,0.603,0.418,0.641,0.094,0.788,0.204,0.474,0.317,7.838
28297,0.033,0.036,0.348,0.459,0.87,0.807,0.92,0.18,0.871,0.253,8.384
28298,0.219,0.478,0.868,0.424,0.287,0.849,0.643,0.146,0.433,0.375,12.836
28299,0.496,0.245,0.643,0.842,0.54,0.703,0.395,0.031,0.946,0.938,13.822
28300,0.601,0.757,0.244,0.669,0.39,0.117,0.048,0.088,0.234,0.813,18.926
28301,0.502,0.742,0.854,0.53,0.547,0.592,0.689,0.803,0.256,0.498,19.337
28302,0.449,0.014,0.693,0.155,0.286,0.901,0.925,0.662,0.547,0.794,4.364
28303,0.1,0.284,0.599,0.954,0.088,0.337,0.824,0.466,0.724,0.631,13.48
28304,0.842,0.058,0.502,0.709,0.168,0.689,0.329,0.528,0.904,0.99,9.299
28305,0.961,0.417,0.529,0.662,0.163,0.086,0.255,0.915,0.878,0.843,17.484
28306,0.061,0.975,0.506,0.311,0.373,0.032,0.25,0.513,0.296,0.011,7.091
28307,0.515,0.97,0.094,0.858,0.756,0.861,0.771,0.005,0.417,0.019,23.283
28308,0.827,0.291,0.686,0.635,0.103,0.047,0.23,0.067,0.732,0.674,13.744
28309,0.13,0.476,0.528,0.32,0.023,0.071,0.819,0.375,0.726,0.336,4.879
28310,0.65,0.232,0.908,0.516,0.796,0.367,0.436,0.176,0.684,0.472,17.454
28311,0.555,0.373,0.906,0.915,0.031,0.366,0.021,0.383,0.064,0.098,17.929
28312,0.178,0.387,0.722,0.432,0.498,0.266,0.827,0.639,0.563,0.136,7.963
28313,0.993,0.686,0.399,0.563,0.658,0.295,0.878,0.889,0.258,0.302,17.772
28314,0.538,0.752,0.717,0.946,0.456,0.861,0.05,0.579,0.458,0.944,21.861
28315,0.501,0.604,0.15,0.529,0.985,0.707,0.313,0.328,0.893,0.132,20.131
28316,0.12,0.806,0.399,0.424,0.902,0.099,0.738,0.129,0.746,0.378,12.335
28317,0.817,0.912,0.505,0.896,0.939,0.902,0.434,0.254,0.106,0.16,20.945
28318,0.181,0.275,0.584,0.569,0.531,0.529,0.837,0.178,0.895,0.603,10.262
28319,0.922,0.237,0.122,0.65,0.401,0.045,0.062,0.877,0.475,0.871,19.328
28320,0.361,0.543,0.805,0.792,0.651,0.127,0.176,0.34,0.006,0.145,17.406
28321,0.091,0.632,0.159,0.707,0.528,0.852,0.489,0.205,0.389,0.08,14.174
28322,0.317,0.896,0.238,0.996,0.513,0.736,0.114,0.028,0.116,0.218,21.582
28323,0.458,0.864,0.671,0.744,0.836,0.035,0.446,0.505,0.833,0.621,20.16
28324,0.795,0.454,0.67,0.346,0.26,0.166,0.214,0.905,0.189,0.249,14.283
28325,0.389,0.46,0.217,0.67,0.709,0.263,0.133,0.56,0.943,0.777,17.502
28326,0.057,0.447,0.336,0.68,0.027,0.774,0.058,0.983,0.169,0.787,7.54
28327,0.273,0.354,0.356,0.461,0.282,0.452,0.136,0.403,0.285,0.72,7.938
28328,0.54,0.524,0.816,0.68,0.75,0.258,0.872,0.383,0.099,0.24,19.476
28329,0.044,0.719,0.431,0.803,0.987,0.526,0.168,0.841,0.137,0.718,14.28
28330,0.848,0.526,0.574,0.446,0.777,0.375,0.928,0.022,0.616,0.444,16.557
28331,0.268,0.882,0.221,0.166,0.161,0.273,0.911,0.944,0.017,0.251,10.893
28332,0.793,0.42,0.441,0.98,0.042,0.117,0.168,0.756,0.769,0.268,16.152
28333,0.995,0.602,0.013,0.921,0.528,0.025,0.844,0.282,0.534,0.487,27.72
28334,0.73,0.867,0.684,0.184,0.566,0.61,0.089,0.401,0.055,0.316,15.492
28335,0.61,0.921,0.2,0.754,0.212,0.068,0.119,0.852,0.001,0.236,20.873
28336,0.501,0.427,0.581,0.737,0.618,0.976,0.01,0.359,0.026,0.36,16.025
28337,0.016,0.374,0.149,0.293,0.969,0.784,0.375,0.47,0.353,0.432,9.911
28338,0.655,0.82,0.753,0.033,0.923,0.908,0.511,0.992,0.653,0.23,15.306
28339,0.36,0.574,0.612,0.895,0.932,0.779,0.72,0.61,0.962,0.807,20.493
28340,0.158,0.088,0.836,0.988,0.772,0.149,0.181,0.077,0.72,0.958,17.576
28341,0.296,0.133,0.686,0.779,0.758,0.096,0.086,0.029,0.366,0.545,12.504
28342,0.079,0.999,0.314,0.861,0.472,0.113,0.35,0.126,0.247,0.947,14.841
28343,0.198,0.506,0.952,0.523,0.603,0.931,0.591,0.993,0.994,0.373,15.836
28344,0.322,0.93,0.433,0.238,0.099,0.245,0.352,0.371,0.942,0.891,12.698
28345,0.208,0.445,0.97,0.149,0.217,0.275,0.34,0.961,0.063,0.013,9.912
28346,0.327,0.591,0.668,0.982,0.102,0.525,0.274,0.847,0.909,0.947,17.795
28347,0.144,0.782,0.388,0.517,0.13,0.995,0.862,0.883,0.492,0.947,10.77
28348,0.228,0.933,0.532,0.701,0.708,0.071,0.407,0.066,0.039,0.224,17.378
28349,0.145,0.007,0.365,0.461,0.016,0.997,0.077,0.949,0.67,0.117,4.892
28350,0.049,0.008,0.794,0.483,0.519,0.433,0.045,0.31,0.716,0.658,8.839
28351,0.303,0.265,0.56,0.296,0.144,0.784,0.982,0.674,0.649,0.508,5.402
28352,0.717,0.282,0.88,0.294,0.616,0.714,0.247,0.987,0.463,0.238,13.852
28353,0.652,0.431,0.707,0.069,0.863,0.357,0.097,0.555,0.98,0.08,12.83
28354,0.484,0.626,0.223,0.668,0.325,0.892,0.913,0.726,0.796,0.405,18.354
28355,0.406,0.914,0.563,0.387,0.586,0.067,0.405,0.636,0.612,0.725,15.27
28356,0.039,0.01,0.857,0.286,0.228,0.596,0.103,0.88,0.938,0.193,7.512
28357,0.124,0.661,0.484,0.038,0.443,0.551,0.111,0.591,0.935,0.084,4.631
28358,0.069,0.28,0.151,0.613,0.512,0.452,0.657,0.693,0.133,0.444,10.136
28359,0.197,0.974,0.096,0.327,0.29,0.895,0.302,0.07,0.437,0.794,13.112
28360,0.745,0.272,0.147,0.334,0.379,0.003,0.332,0.958,0.414,0.678,14.702
28361,0.891,0.24,0.26,0.245,0.198,0.281,0.168,0.422,0.652,0.583,10.063
28362,0.274,0.057,0.346,0.182,0.054,0.288,0.523,0.921,0.193,0.626,3.749
28363,0.08,0.222,0.631,0.398,0.48,0.353,0.613,0.823,0.061,0.46,4.995
28364,0.959,0.004,0.083,0.855,0.01,0.894,0.291,0.68,0.851,0.991,14.008
28365,0.122,0.128,0.768,0.684,0.906,0.555,0.045,0.961,0.588,0.36,11.5
28366,0.388,0.951,0.646,0.296,0.71,0.16,0.656,0.097,0.106,0.249,17.71
28367,0.682,0.844,0.806,0.238,0.448,0.96,0.516,0.136,0.235,0.433,17.282
28368,0.821,0.695,0.998,0.751,0.197,0.862,0.689,0.706,0.886,0.103,23.546
28369,0.315,0.1,0.193,0.15,0.883,0.45,0.521,0.769,0.403,0.755,7.974
28370,0.938,0.448,0.491,0.693,0.532,0.724,0.404,0.765,0.357,0.209,20.437
28371,0.838,0.465,0.458,0.899,0.186,0.675,0.372,0.913,0.592,0.663,20.297
