ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,target
28568,25,admin.,single,tertiary,no,407,yes,no,unknown,3,jun,579,1,-1,0,unknown,0.0
28569,31,blue-collar,married,primary,no,856,yes,no,unknown,8,may,303,3,-1,0,unknown,0.0
28570,33,unemployed,single,unknown,no,170,yes,no,unknown,3,jun,327,1,-1,0,unknown,0.0
28571,41,blue-collar,married,secondary,no,580,yes,no,cellular,14,may,874,1,363,1,failure,1.0
28572,70,retired,married,secondary,no,1310,no,no,cellular,15,oct,634,1,-1,0,unknown,0.0
28573,35,technician,married,tertiary,no,4,yes,no,cellular,14,may,88,1,-1,0,unknown,0.0
28574,53,management,married,tertiary,no,0,no,no,cellular,28,jan,1745,2,-1,0,unknown,0.0
28575,37,management,single,tertiary,yes,45,yes,no,unknown,7,may,204,1,-1,0,unknown,0.0
28576,32,management,divorced,tertiary,no,530,yes,no,cellular,29,jan,131,1,127,3,failure,0.0
28577,46,blue-collar,married,primary,no,2904,no,no,cellular,20,apr,277,2,-1,0,unknown,0.0
28578,49,unemployed,married,tertiary,no,-471,yes,no,cellular,20,nov,77,3,185,7,failure,0.0
28579,30,management,single,tertiary,no,223,no,no,cellular,6,aug,106,3,-1,0,unknown,0.0
28580,50,management,married,unknown,no,3304,no,no,unknown,5,jun,1009,2,-1,0,unknown,0.0
28581,40,admin.,single,secondary,no,178,yes,no,cellular,7,may,83,1,-1,0,unknown,0.0
28582,54,housemaid,married,tertiary,no,440,no,no,cellular,19,nov,89,1,-1,0,unknown,0.0
28583,29,technician,married,tertiary,no,975,no,no,unknown,1,jul,56,1,-1,0,unknown,0.0
28584,34,management,married,tertiary,no,1602,yes,no,cellular,18,jul,287,2,-1,0,unknown,0.0
28585,30,management,single,tertiary,no,2,yes,no,cellular,28,jul,377,4,-1,0,unknown,0.0
28586,51,management,married,tertiary,no,3463,no,yes,cellular,13,jul,371,2,166,3,other,1.0
28587,31,self-employed,single,tertiary,yes,-282,yes,no,cellular,20,nov,131,3,-1,0,unknown,0.0
28588,27,admin.,married,tertiary,no,174,yes,yes,cellular,11,aug,82,2,-1,0,unknown,0.0
28589,40,management,married,unknown,no,6,yes,no,cellular,29,jul,64,4,-1,0,unknown,0.0
28590,52,admin.,married,secondary,no,722,no,no,cellular,26,oct,99,2,185,3,failure,0.0
28591,41,blue-collar,married,primary,no,875,yes,no,cellular,14,apr,189,2,-1,0,unknown,0.0
28592,59,technician,married,primary,no,309,no,yes,cellular,29,jul,25,5,-1,0,unknown,0.0
28593,30,technician,married,secondary,no,436,yes,no,cellular,5,feb,138,3,206,8,other,0.0
28594,28,admin.,married,secondary,no,1,yes,no,cellular,24,jul,50,4,-1,0,unknown,0.0
28595,38,technician,married,secondary,no,0,yes,yes,cellular,7,may,193,2,296,5,other,0.0
28596,36,technician,married,secondary,no,-90,yes,no,cellular,28,jul,110,3,-1,0,unknown,0.0
28597,50,blue-collar,married,secondary,no,16,yes,no,cellular,7,may,290,1,356,11,failure,0.0
28598,41,unknown,single,tertiary,no,1567,no,no,cellular,1,jul,291,2,-1,0,unknown,0.0
28599,36,management,single,tertiary,no,223,yes,no,cellular,8,apr,281,3,-1,0,unknown,0.0
28600,41,management,married,tertiary,no,666,yes,no,cellular,20,nov,106,3,183,3,failure,0.0
28601,43,technician,divorced,secondary,no,1612,no,no,cellular,25,may,262,2,353,1,other,1.0
28602,34,technician,divorced,secondary,no,558,no,no,cellular,20,nov,108,2,-1,0,unknown,0.0
28603,42,technician,married,tertiary,no,1619,no,no,cellular,4,aug,148,1,-1,0,unknown,0.0
28604,49,management,married,tertiary,no,-470,yes,no,unknown,12,jun,691,1,-1,0,unknown,0.0
28605,53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,1.0
28606,63,retired,married,secondary,no,2747,no,no,cellular,23,jun,206,1,-1,0,unknown,0.0
28607,30,technician,single,secondary,no,1282,no,no,cellular,6,feb,156,2,-1,0,unknown,0.0
28608,32,management,single,tertiary,no,334,no,no,cellular,22,aug,944,14,-1,0,unknown,0.0
28609,38,technician,married,tertiary,no,3234,no,no,cellular,8,apr,281,1,141,2,success,0.0
28610,34,blue-collar,married,primary,no,-367,yes,no,unknown,26,may,85,1,-1,0,unknown,0.0
28611,61,retired,married,secondary,no,2011,no,no,cellular,22,jun,292,1,578,2,failure,0.0
28612,57,management,married,tertiary,no,561,no,no,cellular,28,aug,54,8,-1,0,unknown,0.0
28613,59,retired,married,secondary,no,82,no,no,cellular,28,aug,308,6,-1,0,unknown,0.0
28614,34,services,single,secondary,no,544,yes,no,unknown,27,may,257,2,-1,0,unknown,0.0
28615,35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,-1,0,unknown,1.0
28616,38,management,married,tertiary,no,2548,yes,no,unknown,30,may,60,1,-1,0,unknown,0.0
28617,39,self-employed,married,tertiary,no,2630,no,no,unknown,12,jun,651,5,-1,0,unknown,1.0
28618,51,self-employed,married,tertiary,no,833,no,no,cellular,31,jul,77,3,-1,0,unknown,0.0
28619,52,management,married,primary,no,0,yes,yes,cellular,17,nov,121,1,-1,0,unknown,0.0
28620,44,unemployed,married,secondary,no,-407,yes,no,unknown,9,may,119,2,-1,0,unknown,0.0
28621,38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,1,260,2,other,1.0
28622,55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,22,jul,156,3,-1,0,unknown,0.0
28623,58,blue-collar,married,secondary,no,602,yes,no,cellular,13,may,201,1,-1,0,unknown,0.0
28624,32,technician,married,tertiary,no,-196,yes,no,unknown,28,may,163,1,-1,0,unknown,0.0
28625,51,services,married,secondary,no,209,no,no,unknown,12,jun,93,1,-1,0,unknown,0.0
28626,28,management,married,secondary,no,3,yes,no,cellular,14,sep,112,2,24,2,other,0.0
28627,33,blue-collar,married,primary,no,1209,yes,no,cellular,16,apr,700,1,-1,0,unknown,0.0
28628,37,services,married,primary,no,0,yes,yes,unknown,12,jun,137,1,-1,0,unknown,0.0
28629,41,blue-collar,married,primary,no,362,no,no,cellular,10,jul,326,5,-1,0,unknown,0.0
28630,30,technician,single,secondary,no,853,no,no,cellular,3,jun,343,1,-1,0,unknown,0.0
28631,39,retired,single,primary,no,-79,no,no,unknown,9,may,180,1,-1,0,unknown,0.0
28632,34,services,married,secondary,no,-102,yes,no,cellular,18,jul,185,1,-1,0,unknown,0.0
28633,30,entrepreneur,married,tertiary,no,5,no,no,cellular,11,aug,126,2,-1,0,unknown,0.0
28634,52,management,married,secondary,no,5601,no,no,cellular,4,aug,46,1,-1,0,unknown,0.0
28635,48,management,married,secondary,no,2892,no,no,cellular,7,jul,407,1,385,1,success,1.0
28636,33,technician,single,secondary,no,4240,yes,no,cellular,20,apr,508,1,-1,0,unknown,0.0
28637,38,admin.,divorced,secondary,no,3834,yes,no,cellular,13,apr,363,2,327,1,failure,0.0
28638,34,admin.,divorced,secondary,no,1186,yes,yes,cellular,18,nov,131,1,-1,0,unknown,0.0
28639,40,management,married,tertiary,no,10786,no,no,unknown,20,jun,111,3,-1,0,unknown,0.0
28640,36,blue-collar,married,primary,no,448,yes,no,unknown,5,may,286,1,-1,0,unknown,0.0
28641,44,admin.,married,secondary,no,1380,yes,no,cellular,12,may,240,1,-1,0,unknown,0.0
28642,25,blue-collar,single,secondary,no,-375,yes,no,cellular,14,jul,61,2,-1,0,unknown,0.0
28643,70,retired,married,secondary,no,2626,no,no,telephone,27,jan,175,3,147,2,success,0.0
28644,32,blue-collar,single,secondary,no,1940,yes,yes,unknown,13,may,299,3,-1,0,unknown,0.0
28645,35,blue-collar,single,secondary,no,3508,yes,no,cellular,15,jul,94,3,-1,0,unknown,0.0
28646,59,management,married,tertiary,no,261,yes,yes,cellular,21,nov,124,1,-1,0,unknown,0.0
28647,32,admin.,married,secondary,no,31,no,no,cellular,25,may,101,1,-1,0,unknown,0.0
28648,41,technician,married,secondary,no,64,yes,yes,unknown,8,may,210,2,-1,0,unknown,0.0
28649,34,blue-collar,married,primary,no,218,yes,yes,unknown,21,may,260,1,-1,0,unknown,0.0
28650,34,blue-collar,married,secondary,no,398,yes,no,cellular,3,jun,161,2,-1,0,unknown,0.0
28651,57,unemployed,divorced,secondary,no,2762,no,no,telephone,19,nov,100,1,-1,0,unknown,0.0
28652,27,technician,married,secondary,no,317,yes,yes,cellular,15,may,1286,1,-1,0,unknown,0.0
28653,42,technician,married,secondary,no,0,no,yes,unknown,8,may,7,3,-1,0,unknown,0.0
28654,32,blue-collar,married,primary,no,9750,yes,no,cellular,21,nov,51,2,-1,0,unknown,0.0
28655,53,self-employed,married,primary,no,2639,no,no,cellular,11,aug,304,4,-1,0,unknown,0.0
28656,61,management,married,tertiary,no,175,no,no,telephone,4,feb,79,2,183,2,success,0.0
28657,34,admin.,single,secondary,no,0,yes,no,unknown,6,may,150,1,-1,0,unknown,0.0
28658,28,management,married,tertiary,no,264,no,no,cellular,28,jan,183,1,-1,0,unknown,0.0
28659,55,technician,divorced,secondary,yes,4,no,no,cellular,28,jan,1048,1,-1,0,unknown,1.0
28660,27,management,married,secondary,no,2,yes,no,cellular,22,jul,493,5,-1,0,unknown,0.0
28661,35,services,single,secondary,no,3816,no,no,cellular,13,jan,331,2,195,1,other,0.0
28662,33,management,married,tertiary,no,3401,no,no,cellular,20,nov,253,1,-1,0,unknown,1.0
28663,32,management,married,tertiary,no,1270,no,no,cellular,3,sep,420,1,15,3,success,0.0
28664,59,housemaid,divorced,primary,no,502,yes,no,telephone,14,may,27,3,-1,0,unknown,0.0
28665,27,student,single,secondary,no,760,no,no,cellular,28,jan,177,2,-1,0,unknown,0.0
28666,42,management,married,tertiary,no,-700,yes,no,unknown,14,may,110,1,-1,0,unknown,0.0
28667,45,technician,married,secondary,no,1412,yes,no,cellular,11,may,764,4,-1,0,unknown,0.0
28668,37,management,married,unknown,yes,62,yes,no,cellular,31,jul,85,4,-1,0,unknown,0.0
28669,22,student,single,secondary,no,249,no,no,unknown,5,sep,11,1,-1,0,unknown,0.0
28670,31,blue-collar,married,secondary,no,92,yes,no,telephone,29,jan,23,1,-1,0,unknown,0.0
28671,40,technician,married,secondary,no,4441,yes,no,cellular,20,nov,153,2,183,2,failure,0.0
28672,23,student,single,secondary,no,922,no,no,cellular,1,sep,81,5,99,3,other,0.0
28673,39,management,divorced,tertiary,no,1555,yes,no,cellular,25,jul,796,1,-1,0,unknown,0.0
28674,42,technician,married,secondary,no,300,yes,no,cellular,19,nov,76,1,-1,0,unknown,0.0
28675,59,retired,married,primary,no,174,yes,yes,unknown,26,may,145,1,-1,0,unknown,0.0
28676,36,admin.,single,secondary,no,8,no,no,cellular,21,aug,115,2,-1,0,unknown,0.0
28677,50,services,married,secondary,no,1134,no,no,unknown,18,jun,53,2,-1,0,unknown,0.0
28678,26,student,single,tertiary,no,13107,yes,no,cellular,27,may,112,2,-1,0,unknown,0.0
28679,36,housemaid,single,secondary,no,7171,yes,no,unknown,20,may,216,2,-1,0,unknown,0.0
28680,45,technician,married,secondary,no,44,yes,no,unknown,5,may,95,4,-1,0,unknown,0.0
28681,49,admin.,married,secondary,no,14440,yes,no,cellular,21,nov,60,1,-1,0,unknown,0.0
28682,59,unemployed,divorced,secondary,no,7469,no,no,cellular,15,oct,68,1,-1,0,unknown,0.0
28683,23,services,single,secondary,no,567,yes,yes,cellular,15,may,358,1,-1,0,unknown,0.0
28684,32,technician,single,tertiary,no,47,yes,no,cellular,14,jul,213,3,-1,0,unknown,0.0
28685,33,admin.,married,secondary,no,394,yes,no,telephone,1,sep,104,3,-1,0,unknown,0.0
28686,56,management,divorced,tertiary,yes,-1968,no,no,unknown,20,jun,60,3,-1,0,unknown,0.0
28687,35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,220,2,-1,0,unknown,0.0
28688,48,management,divorced,tertiary,yes,-625,yes,no,unknown,29,may,125,2,-1,0,unknown,0.0
28689,46,management,divorced,tertiary,no,624,no,no,cellular,18,mar,420,1,276,1,other,1.0
28690,29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,-1,0,unknown,1.0
28691,28,management,single,tertiary,no,78,no,no,cellular,28,jan,258,2,-1,0,unknown,0.0
28692,42,technician,single,secondary,no,146,no,no,cellular,8,aug,229,2,-1,0,unknown,0.0
28693,57,management,married,tertiary,no,113,no,no,cellular,3,feb,191,2,-1,0,unknown,0.0
28694,29,technician,single,tertiary,no,1669,no,no,cellular,3,feb,297,1,-1,0,unknown,1.0
28695,45,management,single,tertiary,no,2571,yes,no,unknown,29,may,54,1,-1,0,unknown,0.0
28696,37,management,married,tertiary,no,57,no,no,unknown,16,jun,77,1,-1,0,unknown,0.0
28697,37,management,married,tertiary,no,57,no,no,cellular,5,feb,345,1,-1,0,unknown,1.0
28698,31,management,married,tertiary,no,6138,no,no,cellular,19,jun,241,5,-1,0,unknown,0.0
28699,39,services,married,primary,no,1601,yes,no,unknown,23,may,201,2,-1,0,unknown,0.0
28700,73,retired,married,primary,no,542,no,no,telephone,29,apr,107,5,-1,0,unknown,0.0
28701,44,management,married,tertiary,no,-68,no,yes,cellular,25,aug,121,4,-1,0,unknown,0.0
28702,64,retired,married,unknown,no,2923,no,no,cellular,12,mar,120,1,-1,0,unknown,0.0
28703,42,housemaid,divorced,primary,no,273,no,no,cellular,21,apr,354,1,-1,0,unknown,0.0
28704,50,blue-collar,married,primary,no,0,yes,no,cellular,13,may,131,1,364,2,failure,0.0
28705,28,management,single,tertiary,no,810,yes,no,cellular,5,feb,137,2,-1,0,unknown,0.0
28706,30,services,divorced,secondary,no,0,no,no,cellular,29,jan,89,1,-1,0,unknown,0.0
28707,42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,7,may,650,1,-1,0,unknown,0.0
28708,49,admin.,married,secondary,no,1788,yes,no,unknown,11,jun,274,2,-1,0,unknown,0.0
28709,27,entrepreneur,married,tertiary,no,-23,no,no,cellular,10,jul,123,4,-1,0,unknown,0.0
28710,28,unemployed,single,secondary,no,559,yes,no,unknown,4,jun,236,1,-1,0,unknown,0.0
28711,35,blue-collar,married,primary,no,198,yes,no,unknown,9,may,471,2,-1,0,unknown,0.0
28712,53,management,married,tertiary,no,0,no,no,cellular,11,aug,608,2,-1,0,unknown,1.0
28713,59,admin.,married,secondary,no,2343,yes,no,unknown,5,may,1042,1,-1,0,unknown,1.0
28714,27,management,single,tertiary,no,3104,yes,no,unknown,28,may,160,2,-1,0,unknown,0.0
28715,40,management,divorced,tertiary,no,-319,yes,no,unknown,23,may,59,3,-1,0,unknown,0.0
28716,45,blue-collar,married,unknown,no,13265,no,no,cellular,30,jul,113,2,-1,0,unknown,0.0
28717,29,blue-collar,single,secondary,no,1232,yes,no,cellular,16,apr,258,1,316,2,failure,0.0
28718,59,retired,divorced,secondary,no,0,no,no,unknown,20,jun,13,5,-1,0,unknown,0.0
28719,29,admin.,single,secondary,no,200,yes,no,cellular,18,may,261,1,-1,0,unknown,0.0
28720,39,admin.,divorced,secondary,no,952,yes,no,unknown,16,jun,62,1,-1,0,unknown,0.0
28721,54,retired,married,primary,no,11,yes,yes,cellular,18,aug,48,10,-1,0,unknown,0.0
28722,31,blue-collar,single,primary,no,528,yes,no,cellular,17,jul,143,1,-1,0,unknown,0.0
28723,41,blue-collar,divorced,secondary,no,663,yes,no,unknown,22,jul,24,1,792,3,other,0.0
28724,59,admin.,married,secondary,no,506,yes,no,cellular,13,may,281,1,-1,0,unknown,0.0
28725,50,technician,married,secondary,no,1412,no,no,cellular,6,aug,131,3,-1,0,unknown,0.0
28726,30,admin.,single,secondary,no,125,yes,no,cellular,16,aug,140,3,116,1,other,0.0
28727,30,self-employed,married,tertiary,no,-517,yes,yes,cellular,22,aug,123,2,-1,0,unknown,0.0
28728,77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188,1,success,1.0
28729,29,technician,single,secondary,no,500,yes,no,cellular,14,may,273,3,-1,0,unknown,0.0
28730,32,technician,married,primary,no,3774,yes,no,cellular,20,nov,591,3,-1,0,unknown,0.0
28731,45,management,divorced,tertiary,no,335,no,no,cellular,5,aug,297,1,-1,0,unknown,0.0
28732,32,management,married,tertiary,no,0,no,no,cellular,19,aug,198,6,-1,0,unknown,0.0
28733,27,unemployed,single,secondary,no,259,yes,no,cellular,18,may,12,2,-1,0,unknown,0.0
28734,33,management,single,tertiary,no,48,yes,no,cellular,11,may,400,1,173,5,failure,0.0
28735,34,management,married,tertiary,no,1790,yes,no,cellular,22,jul,681,1,-1,0,unknown,0.0
28736,57,blue-collar,married,primary,yes,195,no,yes,telephone,30,jul,185,4,-1,0,unknown,0.0
28737,59,retired,divorced,primary,no,681,no,yes,unknown,18,jun,376,7,-1,0,unknown,0.0
28738,43,blue-collar,married,primary,no,190,yes,no,cellular,13,may,168,2,-1,0,unknown,0.0
28739,44,technician,married,secondary,no,736,yes,no,telephone,14,may,210,2,-1,0,unknown,0.0
28740,33,services,single,tertiary,no,692,no,no,cellular,24,apr,86,1,-1,0,unknown,0.0
28741,59,housemaid,married,primary,no,5,no,yes,telephone,22,jul,204,2,-1,0,unknown,0.0
28742,51,blue-collar,married,secondary,no,1840,yes,no,cellular,18,aug,312,3,-1,0,unknown,0.0
28743,50,admin.,single,secondary,no,133,no,no,cellular,28,jul,890,4,-1,0,unknown,1.0
28744,43,management,single,tertiary,no,1627,no,no,cellular,12,aug,105,4,-1,0,unknown,0.0
28745,31,technician,single,tertiary,no,1887,no,yes,cellular,20,nov,225,2,183,1,failure,0.0
28746,40,blue-collar,married,secondary,no,95,no,yes,unknown,20,jun,61,4,-1,0,unknown,0.0
28747,59,management,married,tertiary,no,1585,no,no,telephone,28,aug,91,5,-1,0,unknown,0.0
28748,52,services,married,secondary,no,-232,no,yes,cellular,29,jul,101,4,-1,0,unknown,0.0
28749,38,blue-collar,married,secondary,no,-388,yes,no,unknown,9,may,412,1,-1,0,unknown,0.0
28750,49,services,married,primary,no,0,yes,no,cellular,6,may,445,2,166,3,failure,1.0
28751,57,self-employed,divorced,tertiary,no,6519,no,no,cellular,20,nov,1040,1,-1,0,unknown,0.0
28752,42,technician,married,tertiary,no,-378,yes,yes,cellular,15,may,11,7,330,2,failure,0.0
28753,29,management,single,tertiary,no,502,no,no,cellular,8,jul,968,1,87,5,failure,1.0
28754,60,retired,divorced,secondary,no,1923,no,no,cellular,27,may,282,1,-1,0,unknown,0.0
28755,53,management,married,tertiary,no,34230,yes,yes,cellular,7,may,279,1,358,9,other,0.0
28756,39,services,married,secondary,no,1099,no,no,unknown,29,may,134,6,-1,0,unknown,0.0
28757,41,technician,married,secondary,no,1032,yes,no,cellular,21,aug,64,2,-1,0,unknown,0.0
28758,41,technician,married,secondary,no,130,no,no,unknown,17,jun,160,3,-1,0,unknown,0.0
28759,33,entrepreneur,married,unknown,no,73,yes,no,cellular,11,aug,156,1,263,2,failure,0.0
28760,40,blue-collar,married,secondary,no,1954,no,no,cellular,31,jul,1107,2,-1,0,unknown,1.0
28761,32,management,single,tertiary,no,1434,no,no,cellular,11,aug,1144,3,-1,0,unknown,0.0
28762,33,services,single,secondary,no,-56,no,yes,cellular,10,jul,119,5,-1,0,unknown,0.0
28763,44,services,married,secondary,no,1989,yes,yes,cellular,20,apr,106,2,-1,0,unknown,0.0
28764,49,blue-collar,married,secondary,no,1743,no,no,unknown,18,jun,68,1,-1,0,unknown,0.0
28765,30,unemployed,married,tertiary,no,330,no,no,cellular,3,jul,264,1,80,1,success,1.0
28766,52,services,single,secondary,no,0,yes,no,cellular,11,may,329,2,-1,0,unknown,0.0
28767,37,blue-collar,married,secondary,no,456,no,yes,telephone,10,jul,85,6,-1,0,unknown,0.0
28768,22,services,single,secondary,no,129,no,no,cellular,16,oct,258,1,-1,0,unknown,1.0
28769,36,management,married,tertiary,no,0,yes,yes,unknown,3,jun,599,3,-1,0,unknown,0.0
28770,24,admin.,single,secondary,no,-98,yes,no,cellular,16,jun,229,1,-1,0,unknown,0.0
28771,46,blue-collar,married,secondary,no,1272,no,no,cellular,25,aug,164,4,-1,0,unknown,0.0
28772,47,technician,married,primary,no,235,no,no,cellular,2,mar,136,2,203,1,other,1.0
28773,60,retired,married,secondary,no,374,no,no,cellular,19,aug,276,2,-1,0,unknown,0.0
28774,35,technician,divorced,secondary,no,89,no,no,cellular,28,aug,203,28,-1,0,unknown,0.0
28775,55,blue-collar,married,tertiary,no,1341,no,no,cellular,22,aug,46,8,-1,0,unknown,0.0
28776,31,admin.,single,tertiary,no,52,yes,no,cellular,14,oct,71,1,-1,0,unknown,0.0
28777,31,self-employed,married,secondary,no,131,yes,no,cellular,13,may,294,1,370,1,failure,0.0
28778,35,management,single,tertiary,no,1396,yes,no,cellular,13,may,809,1,300,1,failure,1.0
28779,50,blue-collar,married,primary,no,216,yes,no,telephone,13,may,137,1,369,2,failure,0.0
28780,32,blue-collar,divorced,secondary,no,8,yes,no,cellular,16,jul,226,1,-1,0,unknown,0.0
28781,54,blue-collar,married,unknown,no,191,no,no,cellular,4,aug,753,2,-1,0,unknown,0.0
28782,39,blue-collar,married,primary,no,477,yes,yes,cellular,21,nov,229,2,-1,0,unknown,0.0
28783,53,unemployed,married,secondary,no,94,no,no,cellular,10,aug,493,1,181,14,success,1.0
28784,50,admin.,married,tertiary,no,0,no,no,telephone,29,aug,253,2,-1,0,unknown,0.0
28785,32,management,married,tertiary,no,3442,no,no,cellular,18,nov,475,1,-1,0,unknown,0.0
28786,61,retired,married,tertiary,no,2557,yes,no,cellular,11,aug,139,3,190,1,success,1.0
28787,40,services,married,secondary,no,278,yes,no,cellular,18,may,9,5,-1,0,unknown,0.0
28788,32,blue-collar,single,secondary,no,7712,yes,yes,unknown,29,may,768,4,-1,0,unknown,0.0
28789,31,unemployed,single,unknown,no,167,no,no,cellular,20,nov,316,1,-1,0,unknown,0.0
28790,30,management,single,tertiary,no,2,no,no,cellular,27,aug,19,21,-1,0,unknown,0.0
28791,45,self-employed,married,secondary,no,571,yes,no,cellular,19,aug,361,5,-1,0,unknown,0.0
28792,53,technician,married,tertiary,no,6072,no,yes,unknown,16,jun,226,4,-1,0,unknown,0.0
28793,34,technician,single,secondary,no,10890,no,no,cellular,20,aug,46,14,-1,0,unknown,0.0
28794,45,admin.,married,secondary,yes,-571,no,no,cellular,13,aug,332,2,-1,0,unknown,0.0
28795,46,blue-collar,married,tertiary,yes,-388,no,no,cellular,18,nov,295,2,-1,0,unknown,0.0
28796,26,student,single,tertiary,no,376,no,no,telephone,2,feb,237,2,-1,0,unknown,0.0
28797,41,blue-collar,divorced,secondary,no,47,yes,no,unknown,3,jun,85,1,-1,0,unknown,0.0
28798,31,student,married,secondary,no,147,yes,no,cellular,15,may,456,1,-1,0,unknown,0.0
28799,39,admin.,married,secondary,no,145,yes,yes,cellular,13,may,337,3,330,6,other,0.0
28800,30,blue-collar,single,secondary,no,7773,yes,no,cellular,20,nov,705,1,-1,0,unknown,1.0
28801,57,services,married,secondary,no,8266,yes,no,telephone,21,nov,162,1,-1,0,unknown,0.0
28802,42,management,divorced,tertiary,no,1750,yes,no,unknown,12,may,248,2,-1,0,unknown,0.0
28803,36,technician,single,secondary,no,12264,no,no,cellular,11,oct,285,1,182,2,success,1.0
28804,45,technician,married,tertiary,no,0,no,no,cellular,21,aug,103,2,-1,0,unknown,0.0
28805,51,management,divorced,secondary,no,-35,yes,no,cellular,8,may,498,1,263,5,failure,0.0
28806,37,blue-collar,married,secondary,no,-251,yes,no,cellular,12,may,146,3,370,1,failure,0.0
28807,34,blue-collar,married,secondary,no,246,yes,no,cellular,22,jul,532,1,-1,0,unknown,0.0
28808,35,unemployed,single,tertiary,no,154,no,no,cellular,29,jan,105,2,-1,0,unknown,0.0
28809,26,self-employed,divorced,secondary,no,165,yes,no,cellular,29,jul,162,4,-1,0,unknown,0.0
28810,43,management,divorced,tertiary,no,1819,no,yes,cellular,14,aug,41,2,-1,0,unknown,0.0
28811,54,management,married,tertiary,no,11246,no,no,cellular,19,nov,122,2,-1,0,unknown,0.0
28812,25,technician,single,secondary,no,139,no,yes,cellular,12,oct,138,1,-1,0,unknown,1.0
28813,45,blue-collar,single,secondary,no,3727,no,no,cellular,6,oct,572,1,-1,0,unknown,0.0
28814,37,unemployed,single,secondary,no,381,yes,no,unknown,8,may,985,2,-1,0,unknown,1.0
28815,48,management,married,primary,no,3230,yes,no,telephone,20,nov,207,3,-1,0,unknown,0.0
28816,32,blue-collar,married,secondary,no,1005,no,no,cellular,12,may,215,1,-1,0,unknown,0.0
28817,33,housemaid,single,tertiary,no,23663,yes,no,cellular,16,apr,199,2,146,2,failure,0.0
28818,48,management,married,unknown,no,1103,yes,no,unknown,15,may,52,1,-1,0,unknown,0.0
28819,33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,1,-1,0,unknown,1.0
28820,28,management,married,tertiary,no,3694,no,yes,cellular,8,jul,70,2,-1,0,unknown,0.0
28821,37,blue-collar,married,secondary,no,287,yes,no,unknown,6,jun,191,2,-1,0,unknown,0.0
28822,30,management,single,tertiary,no,358,yes,no,unknown,19,may,88,51,-1,0,unknown,0.0
28823,68,retired,married,secondary,no,1146,no,no,cellular,16,nov,212,1,187,6,success,1.0
28824,40,technician,married,secondary,no,694,yes,no,cellular,4,feb,97,4,196,5,failure,0.0
28825,38,blue-collar,married,secondary,no,-40,yes,no,unknown,23,may,227,1,-1,0,unknown,0.0
28826,46,admin.,divorced,secondary,no,289,no,yes,cellular,21,jul,76,3,-1,0,unknown,0.0
28827,61,management,married,tertiary,no,5157,no,no,cellular,13,mar,432,1,-1,0,unknown,0.0
28828,33,admin.,single,secondary,no,1590,yes,no,cellular,20,apr,18,4,334,1,other,0.0
28829,58,self-employed,married,secondary,no,1407,yes,no,unknown,30,may,58,1,-1,0,unknown,0.0
28830,33,technician,married,secondary,no,8,no,no,cellular,29,aug,462,2,-1,0,unknown,0.0
28831,28,technician,married,secondary,no,-92,yes,no,cellular,17,apr,873,1,-1,0,unknown,0.0
28832,40,management,divorced,tertiary,no,502,yes,no,cellular,3,feb,267,4,270,3,other,0.0
28833,37,blue-collar,married,secondary,no,-4,yes,yes,unknown,29,may,381,1,-1,0,unknown,0.0
28834,52,technician,married,tertiary,no,214,no,no,cellular,29,aug,161,3,-1,0,unknown,0.0
28835,39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,jul,73,6,-1,0,unknown,0.0
28836,52,services,married,secondary,no,540,yes,no,cellular,11,may,154,2,340,2,failure,0.0
28837,32,technician,single,tertiary,no,388,yes,no,cellular,22,aug,119,2,-1,0,unknown,0.0
28838,49,management,married,tertiary,no,414,yes,no,unknown,5,jun,155,3,-1,0,unknown,0.0
28839,43,unemployed,divorced,secondary,no,0,yes,no,cellular,24,jul,229,2,-1,0,unknown,0.0
28840,43,technician,married,secondary,no,1916,yes,no,unknown,13,may,565,2,-1,0,unknown,0.0
28841,50,management,divorced,tertiary,no,60,no,no,cellular,19,aug,255,2,-1,0,unknown,0.0
28842,26,services,single,secondary,no,209,yes,no,cellular,22,jul,319,2,-1,0,unknown,0.0
28843,34,technician,married,secondary,no,5553,yes,no,unknown,23,may,258,5,-1,0,unknown,0.0
28844,37,blue-collar,single,primary,no,1210,no,no,unknown,4,jul,742,1,-1,0,unknown,0.0
28845,45,technician,divorced,tertiary,no,10768,yes,no,cellular,16,mar,104,2,-1,0,unknown,0.0
28846,32,services,married,secondary,no,194,yes,yes,cellular,25,jul,150,2,-1,0,unknown,0.0
28847,58,retired,married,secondary,no,624,yes,no,cellular,12,may,393,1,-1,0,unknown,0.0
28848,59,retired,divorced,tertiary,no,381,yes,no,unknown,8,may,422,4,-1,0,unknown,0.0
