"loc","v(g)","ev(g)","iv(g)","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","defects"
8,1,1,1,16,55.35,0.23,4.38,12.65,242.16,0.02,13.45,5,0,1,0,7,4,11,5,1,false
5,1,1,1,9,28.53,0.33,3,9.51,85.59,0.01,4.75,2,0,0,0,6,3,6,3,1,false
16,1,1,1,62,287.92,0.17,5.88,48.95,1693.64,0.1,94.09,12,0,0,0,8,17,37,25,1,false
14,1,1,1,27,110.36,0.31,3.27,33.72,361.18,0.04,20.07,8,0,2,0,6,11,15,12,1,false
10,1,1,1,17,58.81,0.34,2.92,20.16,171.53,0.02,9.53,5,0,2,0,5,6,10,7,1,false
38,4,3,4,80,384.59,0.07,14.5,26.52,5576.53,0.13,309.81,29,1,6,0,14,14,51,29,7,false
18,1,1,1,64,300.83,0.18,5.56,54.15,1671.27,0.1,92.85,13,0,0,0,8,18,39,25,1,false
13,1,1,1,29,120.93,0.31,3.25,37.21,393.02,0.04,21.83,6,0,2,0,6,12,16,13,1,false
15,1,1,1,48,214.05,0.18,5.43,39.43,1162,0.07,64.56,10,0,0,0,8,14,29,19,1,false
16,1,1,1,29,120.93,0.31,3.25,37.21,393.02,0.04,21.83,9,0,2,0,6,12,16,13,1,false
14,1,1,1,23,92,0.25,4,23,368,0.03,20.44,8,0,2,0,8,8,15,8,1,false
14,3,1,3,29,103.96,0.16,6.3,16.5,654.97,0.03,36.39,12,0,0,0,7,5,20,9,5,false
10,1,1,1,30,117.21,0.21,4.81,24.35,564.06,0.04,31.34,6,0,1,0,7,8,19,11,1,false
13,1,1,1,35,143.06,0.17,5.78,24.76,826.58,0.05,45.92,8,0,1,0,8,9,22,13,1,false
11,1,1,1,27,102.8,0.2,5,20.56,513.99,0.03,28.56,7,0,1,0,7,7,17,10,1,false
7,2,1,2,10,30,0.22,4.5,6.67,135,0.01,7.5,5,0,0,0,6,2,7,3,3,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
4,1,1,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,0,4,4,5,4,1,false
4,1,1,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,0,4,4,5,4,1,false
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,false
4,1,1,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,0,4,4,5,4,1,false
7,1,1,1,25,95.18,0.24,4.13,23.07,392.63,0.03,21.81,4,0,0,0,6,8,14,11,1,false
4,1,1,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,0,4,4,5,4,1,false
8,1,1,1,27,102.8,0.24,4.13,24.92,424.04,0.03,23.56,5,0,0,0,6,8,16,11,1,false
8,1,1,1,28,106.61,0.22,4.5,23.69,479.73,0.04,26.65,5,0,0,0,6,8,16,12,1,false
8,1,1,1,28,106.61,0.22,4.5,23.69,479.73,0.04,26.65,5,0,0,0,6,8,16,12,1,false
45,6,1,6,89,427.85,0.05,20.67,20.7,8842.33,0.14,491.24,37,3,3,0,16,12,58,31,11,false
19,2,1,2,41,190.4,0.18,5.67,33.6,1078.92,0.06,59.94,11,1,2,0,10,15,24,17,3,false
7,2,1,2,13,44.97,0.29,3.5,12.85,157.4,0.01,8.74,5,0,0,0,7,4,9,4,3,false
7,2,1,2,12,39.86,0.33,3,13.29,119.59,0.01,6.64,5,0,0,0,6,4,8,4,3,false
7,2,1,2,13,44.97,0.29,3.5,12.85,157.4,0.01,8.74,5,0,0,0,7,4,9,4,3,false
7,2,1,2,12,39.86,0.33,3,13.29,119.59,0.01,6.64,5,0,0,0,6,4,8,4,3,false
73,12,1,9,130,741.06,0.05,19.71,37.59,14609.41,0.25,811.63,53,8,10,0,24,28,84,46,17,false
7,2,1,2,13,44.97,0.29,3.5,12.85,157.4,0.01,8.74,5,0,0,0,7,4,9,4,3,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,false
11,3,1,2,24,96,0.13,7.5,12.8,720,0.03,40,8,0,1,0,10,6,15,9,5,false
9,3,1,3,25,95.18,0.1,10,9.52,951.84,0.03,52.88,7,0,0,0,10,4,17,8,5,false
38,9,1,2,68,315.78,0.07,15.27,20.68,4822.86,0.11,267.94,30,1,5,0,14,11,44,24,14,false
6,1,1,1,13,41.21,0.42,2.4,17.17,98.9,0.01,5.49,4,0,0,0,4,5,7,6,1,false
6,1,1,1,13,39,0.56,1.8,21.67,70.2,0.01,3.9,4,0,0,0,3,5,7,6,1,false
31,4,1,4,90,450,0.06,16.32,27.57,7345.59,0.15,408.09,24,3,2,0,15,17,53,37,7,false
5,1,1,1,10,30,0.4,2.5,12,75,0.01,4.17,2,0,0,1,5,3,7,3,1,false
5,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,1,6,2,7,2,1,false
5,1,1,1,9,27,0.33,3,9,81,0.01,4.5,3,0,0,0,6,2,7,2,1,false
5,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,1,6,2,7,2,1,false
6,1,1,1,13,43.19,0.33,3,14.4,129.56,0.01,7.2,3,0,0,1,6,4,9,4,1,false
5,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,1,6,2,7,2,1,false
5,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,1,6,2,7,2,1,false
5,1,1,1,8,22.46,0.5,2,11.23,44.92,0.01,2.5,3,0,0,0,4,3,5,3,1,false
5,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,1,6,2,7,2,1,false
17,3,1,3,43,188.87,0.12,8.67,21.79,1636.87,0.06,90.94,15,0,0,0,12,9,30,13,5,false
29,4,1,3,69,316.36,0.05,18.2,17.38,5757.8,0.11,319.88,25,2,0,0,14,10,43,26,7,false
15,2,1,1,26,104,0.13,7.5,13.87,780,0.03,43.33,12,0,1,0,10,6,17,9,3,false
2,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,0,0,0,0,4,1,4,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
4,1,1,1,9,27,0.33,3,9,81,0.01,4.5,2,0,0,0,6,2,7,2,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
4,1,1,1,9,28.53,0.29,3.5,8.15,99.85,0.01,5.55,2,0,0,0,7,2,7,2,1,false
5,1,1,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,3,0,0,0,5,3,6,3,1,false
5,1,1,1,9,25.27,0.67,1.5,16.84,37.9,0.01,2.11,3,0,0,0,3,4,5,4,1,false
79,7,4,5,146,851.6,0.04,22.5,37.85,19161.04,0.28,1064.5,56,16,5,0,27,30,96,50,13,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,false
4,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,0,5,1,5,1,1,false
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,false
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,false
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,false
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,false
4,1,1,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,false
6,1,1,1,13,39,0.24,4.17,9.36,162.5,0.01,9.03,3,0,0,0,5,3,8,5,1,false
6,1,1,1,13,39,0.24,4.17,9.36,162.5,0.01,9.03,3,0,0,0,5,3,8,5,1,false
6,1,1,1,13,39,0.24,4.17,9.36,162.5,0.01,9.03,3,0,0,0,5,3,8,5,1,false
6,1,1,1,13,39,0.24,4.17,9.36,162.5,0.01,9.03,3,0,0,0,5,3,8,5,1,false
7,2,1,2,16,55.35,0.15,6.67,8.3,369.01,0.02,20.5,5,0,0,0,8,3,11,5,3,false
12,2,1,2,18,66.61,0.29,3.5,19.03,233.13,0.02,12.95,7,3,0,0,7,6,12,6,3,false
23,5,1,2,50,212.4,0.05,21,10.11,4460.32,0.07,247.8,14,0,2,5,14,5,35,15,9,false
13,2,1,2,22,83.76,0.21,4.67,17.95,390.89,0.03,21.72,8,3,0,0,8,6,15,7,3,false
41,7,1,1,78,352.84,0.08,13.22,26.69,4665.3,0.12,259.18,28,3,8,0,14,9,61,17,8,false
10,2,1,2,18,66.61,0.29,3.5,19.03,233.13,0.02,12.95,5,1,0,2,7,6,12,6,3,false
10,2,1,2,18,66.61,0.29,3.5,19.03,233.13,0.02,12.95,5,1,0,2,7,6,12,6,3,false
10,2,1,2,17,60.94,0.33,3,20.31,182.83,0.02,10.16,5,1,0,2,6,6,11,6,3,false
10,2,1,2,17,60.94,0.33,3,20.31,182.83,0.02,10.16,6,1,0,1,6,6,11,6,3,false
6,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,2,2,0,0,4,2,4,2,1,false
4,1,1,1,6,15.51,0.5,2,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,false
14,2,1,2,31,121.11,0.13,7.5,16.14,908.35,0.04,50.46,11,0,1,0,9,6,21,10,3,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,0,3,2,3,2,1,false
7,2,1,2,10,30,0.22,4.5,6.67,135,0.01,7.5,5,0,0,0,6,2,7,3,3,false
1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
8,2,1,2,14,48.43,0.23,4.38,11.07,211.89,0.02,11.77,6,0,0,0,7,4,9,5,3,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
40,4,1,4,61,279.68,0.12,8.21,34.05,2297.39,0.09,127.63,23,11,4,0,10,14,38,23,7,false
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
37,4,1,4,71,344.92,0.08,12.13,28.43,4184.99,0.11,232.5,28,1,6,0,14,15,45,26,6,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
143,17,1,6,345,2046.1,0.04,26.47,77.31,54152.01,0.68,3008.45,98,19,21,3,17,44,208,137,33,false
6,1,1,1,7,18.09,1,1,18.09,18.09,0.01,1.01,3,0,0,0,2,4,3,4,1,false
5,1,1,1,3,4.75,2,0.5,9.51,2.38,0,0.13,3,0,0,0,1,2,1,2,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
107,18,11,12,213,1236.97,0.03,31.05,39.84,38405.82,0.41,2133.66,80,19,0,4,25,31,136,77,35,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
53,3,1,2,89,460.12,0.11,9,51.12,4141.1,0.15,230.06,28,10,13,0,12,24,53,36,5,false
34,5,1,3,77,374.06,0.09,10.94,34.19,4092.71,0.12,227.37,27,2,3,0,12,17,46,31,9,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
4,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,2,0,0,0,4,1,4,1,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
39,3,1,3,104,494.51,0.07,14.4,34.34,7120.92,0.16,395.61,29,2,4,0,12,15,68,36,5,false
52,5,3,5,88,418.43,0.08,12.4,33.74,5188.53,0.14,288.25,33,9,8,0,12,15,57,31,9,false
20,4,1,1,44,176,0.09,11.57,15.21,2036.57,0.06,113.14,15,0,3,0,9,7,26,18,7,false
25,4,1,3,63,296.13,0.11,8.8,33.65,2605.92,0.1,144.77,18,2,3,0,11,15,39,24,7,false
28,4,1,3,63,296.13,0.11,8.8,33.65,2605.92,0.1,144.77,18,2,6,0,11,15,39,24,7,false
28,4,1,3,63,296.13,0.11,8.8,33.65,2605.92,0.1,144.77,18,2,6,0,11,15,39,24,7,false
5,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,3,0,0,0,3,1,3,1,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
32,4,3,3,105,554.97,0.09,11.5,48.26,6382.12,0.18,354.56,30,0,0,0,13,26,59,46,7,false
13,2,1,1,40,183.4,0.1,10.05,18.26,1842.32,0.06,102.35,9,0,1,0,13,11,23,17,3,false
73,7,1,7,167,917.14,0.07,13.81,66.4,12667.99,0.31,703.78,57,3,7,0,13,32,99,68,13,false
16,2,1,2,20,69.19,0.19,5.25,13.18,363.24,0.02,20.18,9,0,1,0,7,4,14,6,3,false
2,1,1,1,12,39.86,0.21,4.67,8.54,186.03,0.01,10.33,0,0,0,0,7,3,8,4,1,false
283,34,26,29,1106,7918.82,0.02,41.02,193.06,324803.51,2.64,18044.64,251,6,13,11,23,120,678,428,67,false
18,3,1,2,26,101.58,0.14,7,14.51,711.05,0.03,39.5,10,1,2,3,10,5,19,7,4,false
4,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,false
4,1,1,1,6,15.51,0,0,0,0,0.01,0,2,0,0,0,6,0,6,0,1,false
21,2,1,2,41,185.47,0.14,7.33,25.29,1360.08,0.06,75.56,15,0,3,0,11,12,25,16,3,false
1,1,1,1,4,6.34,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,false
9,1,1,1,5,11.61,2,0.5,23.22,5.8,0,0.32,6,0,0,0,1,4,1,4,1,false
4,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
10,2,1,2,37,157.17,0.14,7.2,21.83,1131.65,0.05,62.87,7,0,1,0,9,10,21,16,3,false
9,2,1,1,36,160.54,0.08,12.25,13.11,1966.61,0.05,109.26,7,0,0,0,14,8,22,14,3,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,0,0,0,0,5,1,5,1,1,false
5,1,1,1,9,23.26,0.5,2,11.63,46.53,0.01,2.58,3,0,0,0,3,3,5,4,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
26,3,1,3,52,244.42,0.11,9.43,25.92,2304.56,0.08,128.03,17,0,6,0,12,14,30,22,5,false
35,3,1,3,75,364.35,0.1,9.88,36.87,3600.62,0.12,200.03,30,0,3,0,12,17,47,28,5,false
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
13,1,1,1,31,133.98,0.25,4.04,33.18,541.07,0.04,30.06,10,1,0,0,7,13,16,15,1,false
131,17,10,15,399,2507.88,0.03,33.78,74.25,84710.46,0.84,4706.14,111,4,9,5,24,54,247,152,33,false
1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
1,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
33,3,1,3,91,437.47,0.07,15.17,28.84,6634.95,0.15,368.61,29,0,2,0,13,15,56,35,5,false
44,6,3,6,114,598.26,0.05,19.35,30.92,11576.4,0.2,643.13,37,0,2,0,18,20,71,43,11,false
12,2,1,2,28,112,0.12,8.36,13.4,936,0.04,52,9,0,1,0,9,7,15,13,3,false
14,2,1,2,32,128,0.07,14.3,8.95,1830.4,0.04,101.69,11,0,1,0,11,5,19,13,3,false
36,3,1,3,75,364.35,0.1,9.88,36.87,3600.62,0.12,200.03,30,1,3,0,12,17,47,28,5,false
16,2,1,2,20,69.19,0.19,5.25,13.18,363.24,0.02,20.18,9,0,1,0,7,4,14,6,3,false
91,8,1,8,186,1070.41,0.06,18.15,58.98,19426.48,0.36,1079.25,64,1,20,0,17,37,107,79,15,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
9,2,1,2,12,36,0.17,6,6,216,0.01,12,6,0,1,0,6,2,8,4,3,false
9,3,1,1,23,92,0.13,7.5,12.27,690,0.03,38.33,6,0,0,1,10,6,14,9,5,false
12,3,3,3,25,95.18,0.17,6,15.86,571.1,0.03,31.73,9,0,1,0,8,6,16,9,5,false
83,7,1,6,224,1312.19,0.06,16.55,79.31,21710.74,0.44,1206.15,61,5,12,3,14,44,120,104,13,false
79,7,1,4,217,1271.18,0.06,16.07,79.11,20425.58,0.42,1134.75,61,2,11,3,14,44,116,101,13,false
120,19,6,11,318,1998.76,0.04,22.41,89.18,44799.75,0.67,2488.87,85,20,10,3,20,58,188,130,37,false
131,20,7,12,340,2155.55,0.04,22.95,93.92,49471.62,0.72,2748.42,91,20,12,6,20,61,200,140,39,false
17,3,1,2,49,204.33,0.14,7.2,28.38,1471.15,0.07,81.73,12,1,2,0,8,10,31,18,5,false
9,1,1,1,31,126.71,0.43,2.31,54.91,292.41,0.04,16.25,7,0,0,0,4,13,16,15,1,false
9,1,1,1,25,83.05,0.39,2.57,32.29,213.55,0.03,11.86,7,0,0,0,3,7,13,12,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
7,2,1,2,15,53.77,0.2,5,10.75,268.87,0.02,14.94,5,0,0,0,8,4,10,5,3,false
14,3,1,2,42,197.42,0.1,9.92,19.91,1957.73,0.07,108.76,10,0,2,0,14,12,25,17,5,false
13,3,1,2,38,176.47,0.1,9.55,18.49,1684.45,0.06,93.58,9,0,2,0,14,11,23,15,5,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
8,1,1,1,24,91.38,0.3,3.33,27.41,304.59,0.03,16.92,6,0,0,0,5,9,12,12,1,false
2,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
2,1,1,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,0,0,0,0,5,1,5,1,1,false
9,2,1,2,15,53.77,0.24,4.2,12.8,225.85,0.02,12.55,7,0,0,0,7,5,9,6,3,false
16,3,1,3,28,114.45,0.14,7.31,15.65,836.91,0.04,46.49,11,2,1,0,9,8,15,13,5,false
9,2,1,2,16,59.21,0.21,4.8,12.33,284.19,0.02,15.79,7,0,0,0,8,5,10,6,3,false
54,4,1,2,92,475.63,0.08,12.5,38.05,5945.41,0.16,330.3,36,5,9,0,15,21,57,35,6,false
6,2,1,2,19,76,0.2,5,15.2,380,0.03,21.11,4,0,0,0,10,6,13,6,3,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,false
10,1,1,1,35,133.26,0.17,6,22.21,799.54,0.04,44.42,8,0,0,0,7,7,23,12,1,false
14,3,1,1,29,116,0.12,8.33,13.92,966.67,0.04,53.7,11,0,1,0,10,6,19,10,4,false
20,4,1,4,46,210.91,0.14,7.14,29.53,1506.49,0.07,83.69,18,0,0,0,10,14,26,20,7,false
11,1,1,1,35,133.26,0.23,4.44,29.98,592.26,0.04,32.9,6,0,0,3,5,9,19,16,1,false
12,3,1,3,38,158.46,0.09,11,14.41,1743.03,0.05,96.83,9,0,0,1,11,7,24,14,5,false
4,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
18,3,1,1,30,117.21,0.13,7.5,15.63,879.05,0.04,48.84,15,0,1,0,9,6,20,10,4,false
20,4,1,1,38,158.46,0.12,8.13,19.5,1287.46,0.05,71.53,18,0,0,0,10,8,25,13,5,false
12,3,1,3,38,158.46,0.09,11,14.41,1743.03,0.05,96.83,9,0,0,1,11,7,24,14,5,false
16,4,1,1,37,157.17,0.11,8.94,17.59,1404.74,0.05,78.04,13,0,1,0,11,8,24,13,5,false
6,2,1,2,19,76,0.2,5,15.2,380,0.03,21.11,4,0,0,0,10,6,13,6,3,false
6,2,1,2,19,76,0.2,5,15.2,380,0.03,21.11,4,0,0,0,10,6,13,6,3,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
2,1,1,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,0,0,0,0,3,2,3,2,1,false
10,1,1,1,25,83.05,0.39,2.57,32.29,213.55,0.03,11.86,7,0,1,0,3,7,13,12,1,false
4,1,1,1,5,11.61,0.5,2,5.8,23.22,0,1.29,2,0,0,0,4,1,4,1,1,false
4,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,false
2,1,1,1,3,4.75,1,1,4.75,4.75,0,0.26,0,0,0,0,2,1,2,1,1,false
1,1,1,1,9,25.27,0.67,1.5,16.84,37.9,0.01,2.11,0,0,0,0,3,4,5,4,1,false
1,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
10,2,1,1,16,57.36,0.17,6,9.56,344.16,0.02,19.12,7,0,1,0,8,4,10,6,3,false
9,2,1,2,11,33,0.3,3.33,9.9,110,0.01,6.11,6,0,1,0,5,3,7,4,3,false
2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,false
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
20,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,false
8,1,1,1,7,16.25,2,0.5,32.5,8.13,0.01,0.45,2,0,0,0,1,4,3,4,1,false
2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
88,15,1,14,255,1446.47,0.04,23.54,61.44,34054,0.48,1891.89,78,0,6,0,16,35,152,103,29,false
26,4,3,3,63,299.56,0.1,9.75,30.72,2920.69,0.1,162.26,20,1,0,0,13,14,42,21,7,false
27,7,7,2,97,485,0.1,9.6,50.52,4656,0.16,258.67,20,1,1,0,12,20,65,32,13,false
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
20,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,false
15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
20,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,false
36,9,9,2,165,906.16,0.09,11.38,79.66,10307.52,0.3,572.64,29,1,1,0,13,32,109,56,17,false
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,0,0,0,0,3,1,3,1,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,false
45,6,5,6,100,504.44,0.08,12.89,39.12,6504.61,0.17,361.37,38,1,2,0,14,19,65,35,11,false
