,Text_ID,Product_Description,Product_Type,Sentiment
1001,3979,LaunchRock is launching an iPad in the sky 4 grabs @mention #SXSW! Click 2 find the location! #launch {link} via @mention,9,2
4231,4909,"speaking of #sxsw,  almost done w/this MASSIVE schedule.  anyone going next wk, check it! {link}",9,2
2133,8286,I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,7,3
5912,4022,#playhopskoch is in the apple app store (as well as the android market) getting ready to rock #sxsw,7,3
6293,6089,RT @mention If I were at #SXSW I could spend it all at the @mention Teaching Theater alone; just look at that schedule: {link},9,2
2292,5558,RT @mention best thing abt @mention for #SXSW?  great food &amp; drink w/patio &amp; plenty of free parking | 5-10 min N of &quot;the mess&quot; {link},9,2
1172,8671,I just found BBQ sauce on my iPad - tech and Texas really do come together here!  #SXSW,6,3
3064,6836,"RT @mention Used to be that only the small upstarts (Twitter) played at SXSW. Not the big guys making moves: Apple, Google. #sxsw",9,2
6350,1137,Unveiling the @mention pop-up store #sxsw {link},9,2
965,8571,&quot;Tattoo for an iPad&quot; chalked on the pavement. What can it mean? #sxsw #applefanatic,6,3
851,5232,"RT @mention #Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention",9,2
3127,5907,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #sxsw rww.to/f6BCEt | O'goody more overload",3,1
4035,5756,RT @mention Fun with interactive maps at the @mention and Google party: {link} #sxsw,5,3
2134,1729,My first #SXSW survival kit. iPhone not in the shot because I'm using it to take the picture.  {link} I might be ready.,8,3
3348,3539,"Diller: Why would you do product only for the iPad or any one form factor in today's multichannel, multi platform world? #SXSW #KetchSX",9,0
2996,3520,Learning how to get personalized recommendations using Google Hotpot {link} #sxsw,5,3
4640,6722,RT @mention Thanks to Heathcare Digital @mention for publishing the news about our new Medical Apps showcased at #SXSW {link} #sxswh,9,2
2933,1295,"Sweet tea vodka out of a glowstick cup doesn't scream &quot;Google&quot; to me, but it is baller.  #SXSW",9,2
4112,3824,"Who said IPAD photos? Apple Store, #SXSW @mention @mention @mention @mention}",9,2
6076,6270,"RT @mention Looking for a cool new #iPhone twitter app to track the action at #sxsw this week, check out {link} #tweetignite",7,3
2456,2829,Just showed off @mention Charge Anywhere at a bar to charge my iPhone and the whole table wanted to buy one. #SXSW,8,3
4103,7315,#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!,9,3
5808,2030,Great recap of a seemingly great #sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link},3,3
1609,2216,"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK",5,3
165,8014,ÛÏThe classiest fascist company in existenceÛ - Kara Swisher #sxsw #apple,2,1
848,5930,RT @mention Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 &quot;Mobile surpassed desktop usage 4 1st time this year.&quot; #sxsw #sxswi,9,3
4971,2248,"In #SXSW Ballroom D for @mention from @mention 
one seat reserved in the fourth row if anyone wants to join #HTXSW",9,2
263,5282,RT @mention #SXSW a line of about 100 outside Apple pop- up store at Sixth &amp; Congress,9,2
468,3634,@mention if you have WiFi + Android Geeks nearby #SXSW please try sharing with FrostWire {link} (just issued update),9,2
1387,1103,ÛÏ@mention Spotted at #SXSW: Man in need of an iPad (2?) ÛÒ {link} #sxswiÛ man in need should go to SXSW apple store,6,3
1536,4393,Charging my iPhone and iPad. Also water and gummy bears!!! #sxsw #hhonorsrecharge (@mention Hilton Charging Station) {link},9,2
5303,105,".@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy (via @mention",9,2
5593,667,"If you're in Austin today, please join @mention @mention and myself talking iPad 2 and #SxSW  here: {link} :)",9,2
1225,7299,The lineup at the #sxsw Apple pop up store.  {link},9,2
2914,969,&quot;the only explanation for the continued success of Apple is the existence of God.&quot; @mention #enchantment #sxsw,9,2
1302,8856,If there was ever any doubt on the influence of Apple on the innovation community just have a look a #sxsw iPads and iPhone4's EVERYWHERE..,2,3
5555,2266,"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",3,3
2981,3137,This stuff is great. Love seeing how these guys think outside the box with Google Doodles. #googledoodle #sxsw,5,3
2561,7168,"Hey tweegos..Google to Launch Major New Social Network Called Circles, Possibly Today {link}  #sxsw",9,2
3125,6462,RT @mention Questions about what's inside the iPad 2? Fire them my way. #sxsw,9,2
1627,1753,Hashable + American Psycho woot! RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link},9,2
322,3543,@mention I did not know Lightbox was an android app until #SXSW #hhrs,9,2
5780,1343,"&quot;Are you bringing Flipboard to android? No, but we are bringing it to iPhone. We're still rounding over the corners for iOS&quot; #cmsxsw #sxsw",9,2
2666,9004,"New Lonely Planet Austin City Guide iPhone app FREE for SXSW, until March 15, 12 pm PST {link} #travel #austin #sxsw",9,2
5936,1868,"Yikes, reached a new level of Apple-fanboyism last night: literally fell asleep with a MacBook Pro, iPad 2, &amp; iPhone 4 on top of me. #SXSW",2,3
6327,5078,RT @mention [FREE MUSIC]  Compilation - SXSW: Featured Artists  -  {link}   #iTunes  #AmplifiedLife #SXSW,9,2
4509,2855,Already seeing iPad 2s all over the place at #sxsw,9,2
763,1045,"ÛÏ@mention RT @mention Google to Launch New Social Network Called Circles, Possibly Today {link} #sxswÛ Reported on Buzz?",9,2
3783,8168,"AGREED! RT @mention If u could afford to attend #SXSW or buy an iPad today, consider saving a few $$$ for Japan earthquake relief.",9,2
2593,3406,"In less than 24 hours, this will be an Apple Store: {link} (And this will be the line in: {link} #sxsw #ipad2",9,2
5916,1960,Google team and panel say agencies have attitudes. You think?#agileagency #SXSW,9,2
4397,2004,"Paywall panel: Daniel Bernard WSJ:
In app (game) purchases are frictionless like apple. &quot;the new free&quot; #sxsw",9,2
2531,4617,Interesting RT @mention Google analytics can track offsite links as virtual pg views using Script. #moreknowledge #sxsw #mitharvard,9,3
6091,6447,"RT @mention Playing with my fave new iPhone app, @mention Wow, this will rock at #SXSW next week!",7,3
5551,4645,@mention Nice meeting you last night! Confession: I just installed @mention on my iPad &amp; really like it. :-) #SXSW,7,3
5275,3726,I'm thinking that I may actually have to take my laptop to #sxsw. The iPad alone may not be enough on this trip.,6,1
5680,2463,"Just added my #SXSW flights to @mention Matching people on planes/airports. Also downloaded the @mention iPhone app, nicely done.",7,3
796,2827,Just posted my interview with @mention about the @mention story. That was really fun! {link} #AppSavvy #sxsw,9,2
4230,8361,Need a Late Night Snack? @mention discovered some filling options at SXSWi RECAP DAY 3! {link} #sxsw #yum,9,2
3324,1853,Free portable iPhone charger from @mention I'm about to use the heck out of this at #SXSW. {link},8,3
5736,2489,All packed! Charging the ipad for a busy day/weekend ahead. Also need to download the #SXSW apps for iphone/ipad!,7,3
4725,7327,Google Impact to be available in &quot;the next months&quot;. Sign up at bavc.org/impact #swesxsw #SXSW #yam #bavcid,9,2
2511,1950,"@mention also check out @mention for #Android &amp; web. Has group chat, whiteboarding, location &amp; image sharing, and more. #app #SXSW",9,2
5835,6601,RT @mention RT @mention RT @mention #SXSW a line of about 100 outside Apple pop- up store at Sixth &amp; Congress,9,2
3868,6546,"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",9,2
4424,4221,@mention Looks like you could get your iPad2 here {link} #apple #sxsw,6,3
5857,582,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ. Super interesting...",3,3
1410,7595,Google Circles... is it happening? So lost.  #SXSW,9,2
5285,8924,@mention worked with @mention to create open-source s2 to fill the gap needed by location-based applications that use nosql db model #sxsw,9,2
4757,3088,"YouTube gets 2B views/day, 10% are mobile. 35 hours of video uploaded every minute. @mention Google League of Extraordinary Hackers #sxsw",9,2
3810,3072,... Interesting if in fact it takes into consideration the preso by Paul Adams! RT @mention Google Circles will be ______    #sxsw,9,2
4893,3772,"RT ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",9,2
3207,6643,RT @mention Scoping venue 4 @mention #CloudCamp #Austin: Valhalla Lounge. great whiskey &amp; beer PLUS Demolition Man Pinball! {link} #sxsw,9,2
3238,5314,"RT @mention #SXSW RT @mention WOW, Apple does the right thing in Japan, a must read: {link}",2,3
5056,1121,Catch our talk on Text-To-Speech for Android &amp; Chrome at The League of Extraordinary Hackers. {link} #SXSW,9,2
994,6439,"RT @mention Per this rumor, Google may preview its big social strategy @mention '80s-themed costume party at #SXSW. Yep. {link} #cnet",9,2
464,1298,Dense una vuelta por #socialfuel #sxsw para ver la gran diferencia..RT @mention &quot;The revolution will be clumsily translated by Google.&quot;,3,1
2206,3369,"A busdev guy come to #Ipad2 line and ask where wr from, what we feel about ipad2, have o good discussion about iads #apple #crazyco #sxsw",6,3
6012,1093,#apple is so smart to open a Pop-Up store in #Austin while #sxsw crowd's there.,2,3
12,3902,You know it is #SXSW season when there are 10 app updates whenever you open up the iPhone app store,9,2
4768,8180,Me too. RT @mention Love it. #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,2,3
2455,3319,I didn't go to #sxsw because I'm still using an iPhone 3G. #oldschool #novideo #veryslow,8,1
6045,7369,{link} #iphone #kneejockey #ftw #sxsw,9,2
3583,4863,Heading to lunch @mention B.D. Ridley's {link} for a Refresh Austin Welcome Lunch / #SxSW event.,9,2
6275,8628,Nice of #Twitter to lwr boom on #API devs undr covr of #japan #tsunami #earthquake #sxsw #wisconsin #libya {link},9,2
4787,3116,"Easy Reviews for your Small Business. Drive Google Places, #SEO  {link}   #sxsw #smm",9,2
2860,6023,RT @mention Hmm... the sxsw.com/interactive/live stream isn't ipad/mobile compatible. Maybe next year. #sxsw,6,1
1861,6590,RT @mention RT @mention New @mention Platform for Concertgoers Launches #Android App in Time for #SXSW {link},9,2
228,3960,@mention just saw you at lax I'm heading to #Sxsw  If you or your wife have an iPhone or iPad download my app #Freespeech @mention,7,3
1022,8665,Google launches Route Around Traffic - offers 3 options to keep you out of traffic. Saves 2yrs worth of time...every day. #sxsw,3,3
6080,8562,Have yet to see someone with a PC (Dell or otherwise) at SXSW - all Apple MacBook Pro or iPads...#sxsw,2,3
1144,7337,Serious iPad envy. Toting around one's Macbook Pro + cord will do that to a girl. #sxsw :(,6,3
1158,1309,ÛÏ@mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circlesÛ sounds interesting,5,3
2655,4538,This iphone game presentation is being delivered on a windows laptop.  #amusing #sxsw,9,0
2201,2089,iPhone charging at #SXSW  {link},9,2
617,7879,The Bus is leaving the Google party and headed to the Power Plant party at 214 w Ave. #SXSW,9,2
5682,5940,RT @mention Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,9,2
1185,8193,If u're at #sxsw don't u have cooler things to do? RT @mention 10:30 AM line at Apple pop-up store. It opens at 5 PM. #sxsw {link},2,2
120,3630,@mention If you didn't know about this: Google Developer Day at SXSW {link} #austin #sxsw @mention,9,2
5271,6949,RT @mention Win an iPad 2 at SXSW via @mention ! #sxsw {link},9,2
3140,1891,so the iPad will be available while I'm in Austin for #sxsw -- this is major #GeekDilemma,6,3
2664,4142,Barry Diller: I have a truly emotional thing about the iPad. Harlow: iPad2? Diller: &quot;It's better.&quot; #sxsw,6,3
3231,8437,Just saw the iPad 2 up close or the first time at #sxsw.  It's shiny.,6,3
3239,2598,"#dgtltribe #sxsw #openbeta6 iPad give-away, fantastic! now how are we going to squeeze that in...",6,3
6102,2872,Great panel on iPad magazine design. Pulling articles from different mags sounds awesome. So who's going to build it? #touchingstories #SXSW,6,3
2449,4802,w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},7,3
2683,2135,I hear that Apple is opening a pop-up store downtown in the Scarborough building for SXSW and the iPad2. Cool. #SXSW #newapplestoreaustin,2,3
203,7965,@mention says she feels sexier when she uses an @mention product:-) #sxsw-influence,9,2
3466,3142,For all of those at SXSW RT @mention Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,9,2
1477,8179,"Me too! RT @mention My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat",6,2
614,5955,"RT @mention Guy on the couch playing with his white iPad 2 while MashBash parties around him is making a statement, dammit. #sxsw",9,2
5490,7612,"if you were at the #pepsicostage yesterday, please check your bag. You may have my iPad. The lock screen will tell you it's mine. #sxsw",9,2
2536,2616,Fail Whale artist @mention living through the iPad 2 #sxsw {link},6,3
3274,6107,"RT @mention If you were able to attend #sxsw or buy an iPad today, consider saving few $$$ for earthquake relief. #guilttrip ??",9,2
5538,1446,Beautiful! RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},9,2
2153,5741,RT @mention Free &quot;Payments on the #Android Platform&quot; Webinar on March 30th - register today! {link} #sxsw  ^MR,9,2
2195,3842,#Google Circles &amp; crop circles: the anatomy of a #SXSW rumor -{link} by @mention,9,2
402,8446,I may be the only man at #SXSW without an iPhone.,9,2
1393,7703,"False Alarm: Google Circles Not Coming Now, And Probably Not Ever #sxsw {link}",9,2
3352,8585,Google hotpot has anyone used it? #sxsw,9,2
1460,2592,"The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)",3,3
4260,3511,At #tweethouse watching #ipad dj @mention rock out at #sxsw! Check out www.rana.co! #dotco,9,2
1122,679,Can't get into my first panel today. Line looks like the Apple Store. #SXSW {link},9,2
1558,982,Wear your OpenBeta VIP Badge at #sxsw and you might win an iPad from QuiBids and a case from @mention #sxswbuffalo,9,2
3932,7521,Follow our #SXSW coverage at {link} on mobile at {link} or with our iPhone app http://bit.ly/guardianapp,7,2
5019,4655,Apple opening a store in downtown ATX for this wknd ONLY.. same time as #SXSW so ppl can buy iPad 2. ÛÏ@mention {link},2,3
5485,3013,We're experimenting and tinkering again like in the nineties: &quot;Best viewed on iPad is the new best viewed on Internet Explorer 6&quot; #sxsw,6,3
4301,5451,RT @mention Apple opening up temporary store in downtown Austin for #sxsw and the iPad 2 launch {link},9,2
6277,6145,RT @mention iPad 2 is sold-out and 70% were 1st time users #sxsw,6,3
3704,4935,"Unlike Google Analytics, this is meant to show to others and has sharing capabilities. #sxsw #bavcid",9,2
2501,1079,I've seen several people working on iPad 2s at #SXSW today.,9,2
4014,7495,Google maps used to provide common reference points and printed for fast paced on the ground reactions #arabspring #SXSW,3,0
8,818,"Google to Launch New Social Network Called Circles, Possibly Today {link} {link} #SXSW #in",9,2
4432,5732,"RT @mention For any retailers headed to SXSW this month, check out @mention - Google's SXSW Twitter presence. #sxsw",9,2
3484,212,"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",9,2
5924,6249,"RT @mention Life Online Podcast w/ @mention @mention @mention on Android security, #SXSW, #DickBar, IE6, &amp; iPad 2 {link} #LolShow",9,2
5917,5604,"RT @mention Check out Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch",9,2
4184,7157,Need support for private content.  RT @mention now discussing PubSubHubbub: {link} #fsw #sxsw,9,2
1814,7695,Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,9,3
4253,1954,Monthly value of user iOS $9.50. Android $7.20. Utility apps most valuable. #sxswEisner #sxsw,9,3
112,2439,that would be me (via @mention Apple's opened a pop-up store in Austin so the nerds @mention #SXSW can get new iPads. {link} #cnet,9,2
4654,5703,RT @mention every time u hold yur ipad 2 up in the air to snap a pic it reminds me of a priest holding up a bible. except designed in california. #sxsw,9,2
4109,1062,New #SXSW rule: no more ooing and ahing over your new iPad. We get it. Its not a big deal. Everybody has one now... :-),6,1
4567,3781,did @mention just effectively kill their 3rd party developer base? {link} #sxsw #ismparty,9,2
4157,6142,RT @mention iPad 2 Contest- Join actsofsharing.com and start getting your friends connected. User with most friends in their city by end of #SXSW wins!,9,2
2942,7399,Smart. Apple opening pop-up in Austin for #SXSW {link}  Hope they stock up on extra battery chargers.  thx @mention,2,3
2622,8977,Google may be launching a new social network called Circles today at #sxsw {link},9,2
5962,442,Why Barry Diller thinks iPad only content is nuts @mention #SXSW @mention {link} @mention,6,1
3106,2063,New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #sxswi #SXSH #SXSWh #hcsm #slp,9,2
1839,7334,Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention,4,3
4363,5226,RT @mention #Google #Circles.. Google's latest Social venture Google Circles reportedly won't be launched at #SXSW today - {link},9,2
3434,1869,"looking back at some of my tweets from #sxsw and holy wow, so many typos! ughhhhh. autocorrect and my inability to type on ipad. goo",9,2
1329,767,"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated) - did it happen #sxsw {link}",9,2
4130,2163,Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,9,2
3861,4505,SXSW attendees! Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2!,6,3
2046,1381,"Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}",9,2
5669,1024,Google To Preview Social Networking Platform At #SXSW Conference? {link},9,2
5451,5962,"RT @mention Have decided I need an ipad. #usguys #sxsw - I agree, you do!",6,3
2510,8480,"Ringo Deathstarr be flooding ear canals at Red 7 right about now, Mind of Adi showcase  Location: {link}  #sxsw",9,2
1204,4459,"Never been to #sxsw, but this is the first year I don't want to go.  Jumped the shark rt @mention It's not a rumor: Apple is opening up a temp",9,2
5212,766,"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated - not today, not at #SXSW) {link} via @mention",9,2
1932,1459,"brilliant!! marketing!  &quot;Apple will be opening a temporary store in downtown Austin&quot; next to #sxsw

and the world buy it.",2,3
3496,2421,"#bjdproductions Before It Even Begins, #Apple Wins #SXSW {link} #tech",2,3
4178,8623,@mention tweeted: RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need ...,9,2
5179,4626,Who's going to #SXSW?   Apple will have it's own store there....{link}  #AAPL,2,3
129,3498,these #iphone #android apps will keep you grooving at #SXSW {link},7,3
3307,1361,@mention - got my copy of #Enchantment #ipad #kindle today. So excited. thx for keeping the world enchanted. glad you're at #sxsw again.,6,3
2336,3200,Learning from Google this afternoon. Woot! #sxsw  {link},3,3
4393,912,Why do we need a &quot;page flip effect&quot; -ÛÏlike having a fake needle on a cd-playerÛ  #tapworthy #sxsw #iPad,9,2
5333,5806,RT @mention Google Announces Check-ins: SXSW Location-Based Geo-Fencing Applications - {link} #ireport #WSsxsw #sxsw #SCRM #SM #marketing,9,2
997,1197,"We missed this, @mention Check out Google Doodles: Burning Man to Pac-Man and Beyond. 
{link} #SXSW",9,2
3098,8000,Great  museum naive presentation Google Art Project . Funny but cool. #sxsw,5,3
4084,2820,just walked by the line for the iPad 2. Bahahahaha! at least 5 blocks long. #fail #SXSW,6,1
5596,3105,#iPad 2 reviews from #SXSW seem to range from 'wait until 2012/3/4/5/' and 'I-just-shat-my-fan-boy-knickers'.,6,3
4973,2963,I hope @mention realizes already 100 people are in line at their pop up  #sxsw store downtown and stocked appropriately #ipad2,9,2
3105,1019,"Excellent presentation by @mention on &quot;The untapped iPad Market, is your site POUR?&quot; #sxsw #poursite #accessibility",6,3
436,7405,Ooooo #Apple rumored to be opening a temporary store at #SXSW {link},2,3
4867,3808,ZOMG its iPad 2 :p RT @mention Look everyone! Zomg @mention got an iPad 2 on the first day! #sxsw {link},6,3
3655,3417,@mention has arrived at the #GSDM &amp; #Google #SXSW industry party.,9,2
1721,7449,The bad apple shows up late shoots down ideas and leaves early - meeting personality #2 #gamestorming #sxsw,9,2
4915,7813,60% battery life on my iPhone and the conference is only just starting #sxsw,9,2
2072,639,Catch 22Û_ I mean iPad 2 at #SXSW - {link} #apple #ipad2,9,3
4544,1826,Apple is a more selfish brand than Microsoft but it has served its brand well.#sxsw,2,1
3761,4658,"Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}",2,3
193,7619,Apple store downtown Austin open til Midnight. #sxsw,9,2
3982,469,"Before It Even Begins, Apple Wins #SXSW {link} /by @mention for @mention",2,3
4353,886,How did I miss this?! I knew I spotted NFC enabled google places marker at birds! No wonder all the billboard near #sxsw {link},9,3
4513,8627,I need a Twitter app recommendation for my new iPad 2. Thoughts? #SXSW,9,2
2334,8007,Just finished taking photos in the #Google photobooth! You know I heart you! #SXSW (@mention Maggie Mae's w/ 101 others) {link},3,3
1479,8486,Nice! Austin Apple pop up shop in time for #SXSW RT @mention The i P a d s have arrived! #SXSW {link},6,3
3835,77,I worship @mention {link} #SXSW,9,2
3185,5137,RT @mention @mention Just won an HTML5 t-shirt from google for saying that EaselJS is my favorite canvas library at #sxsw.,3,3
1903,1693,Lightbox #Photos Wants To Be Your New #Android #Camera #App (#SXSW) {link},9,2
5888,1976,"Just buy an iPad 2 at #SXSW? Give it the finger. Better yet, give it four of 'em :: {link}",9,0
1539,7492,Google Maps Street View car sighting!!! #SXSW   {link},5,3
5746,3626,I wonder if there's anyone here who's snagged an iPad 2... Supposedly there's an Apple store somewhere on campus. #SXSW,6,3
3527,5393,"RT @mention Announcing SXSW Quotables, a crowd-curated feed of the hottest quotes from #SXSW. Sign up to win an iPad 2! - {link} #ipad2",6,3
1115,6289,"RT @mention Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK",9,2
5494,1557,"#Awesome @mention &amp; @mention on ranking: There are no normal results, quit ranking. Page views, unique visitors - these analytics matter #sxsw",9,2
2630,7106,Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB CC. @mention @mention,9,2
3995,4019,Survival kit provided to folks in line at the #SxSW apple store this morning... Genius!  {link},2,3
396,3123,"#marissameyer #google going to be able to get content back out,  not sure if I heard that right? #sxsw",9,2
4586,5486,"RT @mention Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",1,3
2402,6271,"RT @mention Looking for tech/mobile bloggers &amp; others to join iPad 2 panelist line up for #SXSW (Tues, 3:30) LMK!",9,2
3489,1628,"@mention @mention Similarily, Tweetcaster for Android lets you zip tweets w annoying hash tags, like #sxsw",1,2
4742,8102,At &quot;Staying Alive - can indie iPhone game development survive?&quot; #SXSW,9,2
2155,3663,"My 1st #Billboard article: Apple, Spotify, Pandora: Tech Invades Austin @mention SXSWi 2011 {link} #SxSW",9,2
5471,5143,RT @mention @mention Not only at Cedar Street Courtyard but also at Apple Store #SXSW {link} from a small fan :-),2,3
611,8204,"Kicking it 80's style at the @mention party with @mention and @mention #SXSW
 {link} {link}",9,2
1255,5566,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,6,1
1506,1745,Going to #sxsw? Need a lift from the airport? Register for the FREE @mention shuttle! {link},9,2
1914,1192,"Check out this new #android app #bizzy, we're using it to check out #sxsw {link}",1,3
3344,1907,Best schwag I've seen at #SXSW is the @mention battery charger for your iPhone. How do I get one?!?!,8,3
372,2399,Apple on Congress. Nice. RT @mention Apple set to open popup shop in core of SXSW action {link} #SXSW #Apple,9,2
6178,253,Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,9,2
5715,5501,RT @mention At #sxsw even the cabbies are tech savvy. That's his iPhone streaming twitter. @mention  {link},9,3
3112,1195,Check out this video to get a glimpse at what the action was like -The iPad 2...#ipad #sxsw #gadgets {link} Could not resist.,6,3
1241,594,What will Google's Marissa Mayer talk about at 3.30? Worth going? #sxsw,9,2
5284,2245,Google web fonts...pretty... #sxsw #tradeshow {link},5,3
224,772,"Google to Launch Major New Social Network Called Circles, Possibly Today {link} #circles #sxsw",9,2
2016,1837,It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #rgv,9,2
2728,6982,"RT @mention Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",6,3
5647,7012,"#SXSW iPhone tip, turn off 3G to get good service/data",9,2
534,1327,We have a winner? :) RT: @mention This is awesome.... How I got an iPad 2 during #SXSW! {link} via @mention @mention,6,3
1983,2473,Hah! Found the &quot;popup&quot; Apple store where the iPad 2 will be on sale 2moro - gold's gym at 6th and Congress:  {link} #sxsw,9,2
3747,8717,@mention used @mention 's @mention iPad app as an example of good navigation! #sxsw {link} via @mentionn,7,3
4011,8052,What are some good #SXSW iPhone apps that people recommend?,9,2
6154,235,"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",9,2
1871,8715,"Packed house-go Lynn!  Designing iPad Interfaces - New Navigation Schemas at #SXSW #UXDes
{link}",6,3
1540,4081,Hope people ask the tough questions. RT @mention Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,9,2
6052,6080,RT @mention I'm live-tweeting #SXSW now at @mention RT @mention Users drive 12B+ miles a year with Google Maps Navigation ^JR,5,3
1450,2022,I don't want to lose your love #google #SXSW,3,3
4480,3923,Q&amp;A with #bing &amp; #google. Let the games begin #qagb #sxsw,9,2
700,7228,I am jealous to see people with the iPad 2 take photos with it. #IwantaCameraonmyiPad #SXSW,6,3
2987,8079,biggest issue selling through @mention is not having ability to sell direct (&amp; hv relationship with customer) #SXSW #in #newsapp,9,2
6190,5964,RT @mention Having fun creating a dynamic Google doc with @mention from opposite sides of the #killcommunity room #sxsw,5,3
2114,6364,RT @mention New post: Business cards are dead: Send me your card via Hashable at #SXSW {link},9,2
3564,1100,so we had some information from @mention this morning that an apple store is getting build at #sxsw for two weeks.  ipad2 love? - jealous!,2,3
3197,4903,Google doodles always strive to respect and complement the original artwork. #GoogleDoodle #sxsw,3,3
1640,364,"I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw",9,2
1441,3848,Hoping this &quot;photobooth&quot; makes it to the #Google #gsdm Industry Party with @mention on Monday night. #sxsw,9,2
6318,7731,Happily drowning in a sea of apple macs and monster energy drink #SXSW,4,3
5950,1315,ÛÏ@mention We're not launching any products at #SXSW but we're doing plenty else. {link} / Ok aun no,9,2
4256,4381,&quot;Community is a place where the web is your friend and the app is not.&quot; {link} #sxsw #grauniad,9,2
1432,7532,"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",6,1
4762,8957,Not at #sxsw or in line for an #iPad I feel like I am a disgrace to geeks everywhere. At home working in @mention instead. #startup,9,2
1153,6523,"RT @mention RT @mention CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW",9,2
1537,8034,@mention So excited for the Flipboard #sxsw swag. Can you also rig the iPad giveaway at work?,9,2
5317,5848,RT @mention Google maps used to provide common reference points and printed for fast paced on the ground reactions #arabspring #SXSW,9,2
3390,60,&quot;via @mention : {link} Guy Kawasaki talks 'Enchanted' at SXSW - HE knows his stuff! #books #internet #Apple #sxsw  &quot;,9,2
3035,4888,Mine toooo! RT @mention My #iPad envy is through. the. roof. Thanks every other person at #SXSW,6,3
4838,4995,Google looking to launch new social {link} #sxsw #in,9,2
4851,7061,Apple's pop up store in Austin just took shape this week. Now that's what I call a pop-up. #sxsw,9,2
4569,3650,"iPhone amigos.  If you don't have the @mention app, change that now. #broadcastr #bestappever #sxsw",7,3
4372,1570,just met @mention at Q&amp;A with bing and google panel...interesting to hear about what NASDAQ is doing in social media #sxsw,9,2
367,7568,Line is crazy long at #sxsw Apple store for #iPad2,9,2
5852,6518,RT @mention RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; @mention,9,2
