     ,f1   ,f2   ,f3   ,f4   ,f5   ,f6   ,f7   ,f8   ,f9   ,f10,f11,f12,f13  ,f14  ,f15  ,f16  ,f17  ,f18  ,f19 ,f20 ,f21  ,f22  ,f23 ,f24 ,f25 ,f26 ,f27 ,f28 ,f29 ,f30 ,f31 ,f32 ,f33 ,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,target
4714 ,110.0,100.0,100.0,100.0,88.0 ,108.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,3.0  ,1.0  ,14.0 ,60.0 ,35.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5714 ,110.0,100.0,100.0,100.0,35.0 ,78.0 ,146.0,71.0 ,94.0 ,0.0,0.0,0.0,3.0  ,0.0  ,0.0  ,10.0 ,10.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,4.0 ,52.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9699 ,110.0,100.0,100.0,100.0,35.0 ,81.0 ,76.0 ,127.0,95.0 ,0.0,0.0,0.0,4.0  ,17.0 ,0.0  ,0.0  ,0.0  ,0.0  ,3.0 ,4.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,36.0,3.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10774,110.0,100.0,100.0,100.0,152.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,19.0 ,26.0 ,74.0 ,28.0 ,3.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782  ,110.0,100.0,100.0,100.0,82.0 ,124.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,15.0 ,47.0 ,34.0,26.0,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6173 ,110.0,100.0,100.0,100.0,115.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,37.0 ,43.0 ,28.0 ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7523 ,110.0,100.0,100.0,100.0,145.0,131.0,100.0,71.0 ,94.0 ,0.0,0.0,0.0,31.0 ,31.0 ,16.0 ,63.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,72.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5396 ,110.0,100.0,100.0,100.0,80.0 ,77.0 ,117.0,84.0 ,94.0 ,0.0,0.0,0.0,0.0  ,45.0 ,27.0 ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,6.0 ,35.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14563,110.0,100.0,100.0,100.0,72.0 ,105.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,5.0  ,41.0 ,0.0  ,24.0,21.0,1.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12519,110.0,100.0,100.0,100.0,90.0 ,119.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,2.0  ,1.0  ,0.0  ,71.0 ,52.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9035 ,110.0,100.0,100.0,100.0,59.0 ,140.0,89.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,1.0  ,2.0  ,0.0  ,0.0  ,61.0 ,0.0 ,0.0 ,19.0 ,40.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4838 ,110.0,100.0,100.0,100.0,129.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,99.0 ,25.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401 ,110.0,100.0,100.0,100.0,67.0 ,124.0,89.0 ,71.0 ,94.0 ,0.0,0.0,0.0,1.0  ,2.0  ,0.0  ,1.0  ,14.0 ,51.0 ,3.0 ,0.0 ,3.0  ,41.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7663 ,110.0,100.0,100.0,100.0,58.0 ,119.0,77.0 ,71.0 ,94.0 ,0.0,0.0,0.0,14.0 ,32.0 ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,7.0 ,37.0 ,0.0  ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
4205 ,110.0,100.0,100.0,100.0,28.0 ,114.0,88.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,19.0,25.0,0.0  ,1.0  ,19.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4641 ,110.0,100.0,100.0,100.0,16.0 ,120.0,94.0 ,71.0 ,94.0 ,0.0,0.0,0.0,1.0  ,2.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,1.0  ,57.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152 ,110.0,100.0,100.0,100.0,101.0,92.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,32.0 ,14.0 ,0.0  ,0.0  ,1.0  ,62.0 ,1.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5550 ,110.0,100.0,100.0,100.0,87.0 ,77.0 ,83.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,47.0 ,31.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,3.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
2947 ,110.0,100.0,100.0,100.0,43.0 ,118.0,95.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,36.0 ,9.0 ,0.0 ,0.0  ,27.0 ,16.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9564 ,110.0,100.0,100.0,100.0,36.0 ,101.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,3.0  ,0.0  ,0.0  ,0.0  ,0.0  ,40.0,5.0 ,1.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
8028 ,110.0,100.0,100.0,100.0,72.0 ,119.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,40.0 ,66.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3878 ,110.0,100.0,100.0,100.0,48.0 ,103.0,78.0 ,73.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,2.0  ,1.0  ,0.0  ,14.0 ,47.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5936 ,110.0,100.0,100.0,100.0,138.0,86.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,41.0 ,40.0 ,0.0  ,22.0 ,40.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7207 ,110.0,100.0,100.0,100.0,81.0 ,106.0,79.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,2.0  ,0.0  ,0.0  ,79.0 ,20.0,0.0 ,0.0  ,0.0  ,0.0 ,2.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5364 ,110.0,100.0,100.0,100.0,70.0 ,83.0 ,79.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,2.0  ,47.0 ,16.0 ,0.0 ,0.0 ,0.0  ,0.0  ,5.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10866,110.0,100.0,100.0,100.0,14.0 ,118.0,81.0 ,78.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,6.0 ,38.0 ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,5.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7255 ,110.0,100.0,100.0,100.0,15.0 ,93.0 ,194.0,75.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,1.0  ,2.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,25.0,18.0,60.0,11.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14601,110.0,100.0,100.0,100.0,95.0 ,115.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,28.0 ,18.0 ,0.0  ,1.0  ,3.0  ,0.0  ,73.0,4.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8063 ,110.0,100.0,100.0,100.0,114.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,5.0  ,41.0 ,61.0 ,1.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3023 ,110.0,100.0,100.0,100.0,96.0 ,95.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,33.0 ,75.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
10848,110.0,100.0,100.0,100.0,79.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,3.0  ,0.0  ,2.0  ,21.0 ,43.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3541 ,110.0,100.0,100.0,100.0,59.0 ,77.0 ,80.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,1.0  ,1.0  ,46.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,1.0 ,2.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3279 ,110.0,100.0,100.0,100.0,52.0 ,82.0 ,81.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,28.0 ,18.0 ,1.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,1.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
8423 ,110.0,100.0,100.0,100.0,56.0 ,100.0,124.0,74.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,46.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,36.0,22.0,0.0 ,4.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6740 ,110.0,100.0,100.0,100.0,63.0 ,88.0 ,77.0 ,76.0 ,94.0 ,0.0,0.0,0.0,0.0  ,2.0  ,1.0  ,0.0  ,17.0 ,45.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
14282,110.0,100.0,100.0,100.0,132.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,50.0 ,75.0 ,0.0  ,2.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8753 ,110.0,100.0,100.0,100.0,117.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,12.0 ,68.0 ,29.0 ,1.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10811,110.0,100.0,100.0,100.0,15.0 ,93.0 ,127.0,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,2.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,10.0,48.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2804 ,110.0,100.0,100.0,100.0,173.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,62.0 ,62.0 ,18.0 ,28.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211 ,110.0,100.0,100.0,100.0,64.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,4.0  ,3.0  ,29.0 ,19.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12542,110.0,100.0,100.0,100.0,42.0 ,113.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,2.0  ,1.0  ,0.0  ,11.0 ,34.0,8.0 ,11.0 ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8237 ,110.0,100.0,100.0,100.0,23.0 ,152.0,89.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,1.0  ,1.0  ,0.0  ,0.0  ,0.0  ,0.0 ,32.0,43.0 ,0.0  ,16.0,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10981,110.0,100.0,100.0,100.0,109.0,100.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,45.0 ,20.0 ,0.0  ,0.0  ,27.0 ,34.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3133 ,110.0,100.0,100.0,100.0,77.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,31.0 ,32.0 ,2.0  ,1.0  ,2.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
7132 ,110.0,100.0,100.0,100.0,91.0 ,116.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,16.0 ,55.0 ,52.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8842 ,110.0,100.0,100.0,100.0,99.0 ,92.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,25.0 ,37.0 ,0.0  ,0.0  ,27.0 ,18.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7781 ,110.0,100.0,100.0,100.0,74.0 ,112.0,86.0 ,73.0 ,94.0 ,0.0,0.0,0.0,0.0  ,3.0  ,0.0  ,19.0 ,43.0 ,0.0  ,0.0 ,0.0 ,15.0 ,29.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
4320 ,110.0,100.0,100.0,100.0,116.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,50.0 ,12.0 ,23.0 ,24.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6853 ,110.0,100.0,100.0,100.0,188.0,77.0 ,77.0 ,74.0 ,94.0 ,0.0,0.0,0.0,31.0 ,31.0 ,9.0  ,53.0 ,63.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107 ,110.0,100.0,100.0,100.0,54.0 ,112.0,146.0,95.0 ,105.0,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,13.0 ,66.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,11.0,59.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,5.0 ,2.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5128 ,110.0,100.0,100.0,100.0,122.0,82.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,43.0 ,45.0 ,25.0 ,0.0  ,3.0 ,5.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9648 ,110.0,100.0,100.0,100.0,89.0 ,77.0 ,115.0,86.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,2.0  ,56.0 ,24.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,41.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11320,110.0,100.0,100.0,100.0,133.0,77.0 ,78.0 ,73.0 ,94.0 ,0.0,0.0,0.0,28.0 ,18.0 ,66.0 ,16.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3973 ,110.0,100.0,100.0,100.0,157.0,101.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,31.0 ,32.0 ,8.0  ,46.0 ,0.0  ,22.0 ,39.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10863,110.0,100.0,100.0,100.0,43.0 ,92.0 ,77.0 ,78.0 ,99.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,36.0 ,9.0 ,0.0 ,0.0  ,2.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,4.0 ,4.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
