ID,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30.59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60.89DaysPastDueNotWorse,NumberOfDependents,target
18659,0.059057176,42,0,0.123646798,7666,8,0,2,0,0,0
18660,0.113033617,39,0,0.021449563,26200,10,0,0,0,0,0
18661,0.046990325,58,0,0.176371308,1184,7,0,0,0,0,0
18662,0.660821412,57,0,0.615835777,3750,8,0,1,0,1,0
18663,0.698371894,59,2,1925,nan,5,0,1,0,0,0
18664,0.456635841,68,1,962,nan,3,4,1,1,0,0
18665,0.018540622,68,0,0.489640131,916,5,0,0,0,0,0
18666,0.863348606,45,0,0.444562085,17000,14,0,1,0,0,0
18667,0.125792633,58,0,0.807884509,1800,13,0,1,0,1,0
18668,0,46,0,0.031474378,10166,10,0,1,0,1,0
18669,0.808232268,40,0,0.143376505,4400,6,0,0,0,0,0
18670,0.147530055,53,0,6374,nan,6,0,1,0,0,0
18671,0.048310158,62,0,0.283236994,6400,12,0,1,0,1,0
18672,0.080322443,36,0,0.063587283,5000,13,0,0,0,0,0
18673,0.9999999,33,0,0.219260247,3000,4,0,0,0,0,0
18674,0.202336735,59,0,0.417524258,3400,11,0,1,0,0,0
18675,0.01135253,23,0,0.042102493,15200,3,0,0,0,2,0
18676,0.078084743,74,0,0.015164139,6000,5,0,0,0,0,0
18677,0.046487856,47,0,0.231373483,4200,4,0,1,0,0,0
18678,0,59,0,1226,nan,8,0,1,0,0,0
18679,0.717131474,46,1,0.831763699,2335,5,4,1,2,3,1
18680,0.192961408,65,0,0.002366064,11833,2,2,0,0,0,0
18681,0.376942458,29,0,0.1805,3999,6,0,0,0,0,0
18682,0,43,0,14,nan,1,0,0,0,0,0
18683,0.028135085,63,0,0.22705686,7790,8,0,2,0,0,0
18684,0.001174566,50,0,0.438437391,8600,9,0,2,0,2,0
18685,0.415064993,28,0,0.130289903,3000,6,0,0,0,0,0
18686,0.087277576,36,0,981,nan,3,0,1,0,nan,0
18687,0.121621827,59,0,0.499138606,6384,11,0,2,0,1,0
18688,0.9999999,57,0,0,3501,0,1,0,0,0,1
18689,0.006906979,51,0,0.562962963,5129,16,0,1,0,0,0
18690,0.9334045,33,2,1.010711735,4200,13,6,2,2,1,1
18691,0.124641675,56,0,0.286718354,13800,8,0,1,0,0,0
18692,0.006359746,38,0,67,nan,2,0,0,0,0,0
18693,0,56,0,0.239311872,5870,4,0,1,0,0,0
18694,0.185725799,67,0,0.184110423,9200,6,0,1,0,1,0
18695,0,62,0,0.664987406,2778,7,0,1,0,0,0
18696,0.085812638,27,0,0.188603799,3000,13,0,0,0,0,0
18697,0.241456569,37,1,0.808063979,3000,12,0,1,0,2,1
18698,0,25,0,0,nan,1,0,0,0,nan,0
18699,0.518192947,46,0,0.752670397,7863,23,0,2,0,2,0
18700,0.9999999,81,0,0,nan,1,0,0,0,nan,0
18701,0.371914619,54,0,0.612070533,5500,17,0,1,1,1,0
18702,0.311084397,40,1,0.490695631,12520,15,0,4,0,0,0
18703,0.110688931,67,1,0.286982249,6083,8,0,1,0,0,0
18704,0.9999999,21,98,0,nan,0,98,0,98,0,0
18705,0.427511899,41,0,0.680709817,7832,19,0,2,0,3,0
18706,0.000449978,57,0,324,nan,3,0,1,0,0,0
18707,0.228867479,38,0,0.004145658,8924,6,0,0,0,2,0
18708,0.014178631,61,0,0.002311111,11249,11,0,0,0,0,0
18709,0,55,0,0,nan,10,0,0,0,0,0
18710,0,32,0,0.358309318,1040,12,0,0,0,0,0
18711,0,58,0,0.897401732,1500,13,0,1,0,0,0
18712,0.489755122,42,0,0.171268657,2679,6,0,0,0,0,0
18713,0.987432162,40,0,0.14978602,1401,3,0,0,0,3,1
18714,0,42,0,0.166178245,5800,6,0,0,0,0,0
18715,0.249918752,52,0,0.297154591,6817,6,0,1,0,2,0
18716,0.017607153,54,0,0.277482657,16000,15,0,2,0,2,0
18717,0.9999999,46,98,0,1879,0,98,0,98,1,0
18718,0.975347023,43,0,0.4057282,8623,9,0,1,0,0,0
18719,0,56,0,0.23094297,7083,19,0,1,0,1,0
18720,0.122500061,42,0,0.506412605,2728,7,0,1,0,1,0
18721,0.493097012,62,0,15423,nan,25,0,4,0,2,0
18722,0.834241204,49,0,0.396241503,2500,7,0,0,0,0,0
18723,0.167067451,49,0,1936,0,4,0,1,0,0,0
18724,0.600026665,47,0,0.264284088,4392,5,0,1,0,1,0
18725,0.27320932,64,1,3379,nan,21,0,0,0,0,0
18726,0.025216246,68,0,0.136449659,5283,9,0,1,0,0,0
18727,0.21336009,55,0,0.331926239,4500,11,0,1,0,0,0
18728,0.166863136,38,1,0.383077472,2800,9,0,1,0,1,0
18729,0.035192961,37,0,0.059555556,5624,4,0,0,0,1,0
18730,0.884889209,62,1,0.382639504,4515,10,0,1,0,0,0
18731,0.051401705,55,0,0.394967956,4212,12,0,2,0,0,0
18732,1.203728362,71,0,0.09408826,1200,3,0,0,1,0,0
18733,0.060375932,57,0,1335,nan,6,0,1,0,0,0
18734,0.9999999,38,0,0.32444062,3485,2,1,1,0,0,0
18735,0.615544507,45,0,0.263806534,8600,8,0,2,0,3,0
18736,0.163338504,47,0,0.497854701,13750,11,0,2,0,2,0
18737,0,44,0,0.408774584,3304,5,0,2,0,0,0
18738,0.00077622,53,0,0.266107422,8582,12,0,1,0,0,0
18739,0.152856928,62,0,6499,nan,7,0,2,0,0,0
18740,0.002839209,71,0,1591,nan,12,0,2,0,0,0
18741,0.054900765,80,0,0.162818591,3334,8,0,1,0,0,0
18742,0,41,0,0.587462301,4641,15,0,1,0,2,0
18743,1.007054439,50,3,0.141472281,3300,4,0,0,2,3,1
18744,0.703113818,45,0,0.761873021,6000,14,0,1,0,2,0
18745,0.017332756,65,0,0.393842463,2500,4,0,2,0,0,0
18746,0.669067117,51,0,0.17486535,2784,3,0,0,0,0,0
18747,0.475314528,47,1,0.039124022,40000,14,1,0,0,2,0
18748,0.113417181,63,0,399,nan,6,0,0,0,1,0
18749,0,86,0,0,nan,4,0,0,0,0,0
18750,0.008902258,39,0,834,nan,11,0,0,0,0,0
18751,0.025491163,41,0,0.16765286,1520,7,0,0,0,0,1
18752,0.679516024,85,0,0.141182555,5800,6,0,0,0,0,1
18753,0.039782709,41,0,0.294771145,6750,5,0,2,0,3,0
18754,0.597012228,42,0,0.402359516,3220,7,0,1,0,1,0
18755,0.733323385,35,0,0.405045217,2100,9,0,0,0,0,0
18756,0.066886412,39,1,0.191606163,5646,7,0,1,0,3,1
18757,0.423751575,54,0,0.440876754,5200,7,0,1,0,0,0
18758,0.133573285,82,0,20,nan,1,0,0,0,0,0
18759,0.008463523,97,0,8,nan,4,0,0,0,nan,0
18760,0.028328612,44,0,0.379616773,3600,7,0,1,0,1,0
18761,0.031564062,39,0,0.352451048,7200,11,0,1,0,2,0
18762,0.831491782,45,0,0.964484175,4138,15,0,1,0,1,0
18763,0.102219194,60,0,0.161940864,6594,9,0,1,0,1,0
18764,0.878310326,63,0,0.772417628,7192,15,0,1,0,1,0
18765,0.79374283,73,0,2.347356289,6940,8,1,2,0,1,0
18766,0,46,0,6220,nan,7,0,2,0,0,0
18767,0.010016779,62,0,0.318800461,8669,15,0,2,0,0,0
18768,0.011029111,65,0,0.383404149,4000,11,0,2,0,0,0
18769,0.135421434,63,0,0.547731397,11019,16,0,8,0,0,0
18770,0.020621178,58,0,0.471264368,8003,9,0,3,0,1,0
18771,0.942816074,41,0,511,1,7,0,0,1,1,0
18772,0.833917785,81,0,0.643130583,4701,19,0,1,0,0,0
18773,0,64,0,0.318380213,4123,9,0,1,0,1,0
18774,0.0428873,71,0,0.008497876,4000,6,0,0,0,0,0
18775,0.003750975,60,0,0.693950178,2809,10,0,2,0,1,0
18776,0.333236115,48,0,2369,nan,7,0,3,0,0,0
18777,0.304384671,59,1,0.360048744,10667,19,0,2,0,0,1
18778,0.05106503,50,0,0.353954651,11201,22,0,2,0,1,0
18779,0.595977078,64,0,0.503367003,2375,8,0,1,0,1,0
18780,0.9999999,49,0,0.328698641,6400,4,0,1,0,0,0
18781,0.117611469,72,0,0.341841187,4583,7,0,0,0,0,0
18782,0.9999999,64,0,0.061686474,5300,2,0,0,0,1,0
18783,0.411898412,54,0,0.40746963,7737,26,0,3,0,1,0
18784,0.257338186,39,0,0.054235661,4166,3,1,0,0,0,0
18785,0.9999999,46,1,2048,nan,5,0,2,1,1,0
18786,0.031912349,42,0,0.484383053,9700,12,0,2,0,1,0
18787,0.092431966,44,0,0.785512168,5300,24,0,2,0,1,0
18788,0.931937871,36,0,0.810979061,5300,6,0,1,0,3,0
18789,0.986091541,43,1,0.422121544,6400,7,0,1,0,3,0
18790,0.191636513,51,0,0.227128812,6000,9,0,0,0,0,0
18791,0.258061828,39,1,0.011029853,8340,3,0,0,0,0,0
18792,0.967508123,47,0,0.29361773,6000,7,0,1,0,1,0
18793,0.022219292,64,0,0.492802303,2083,8,0,1,0,0,0
18794,0.413256051,59,1,0.406467832,8750,9,0,2,0,1,0
18795,0,52,0,0.351901446,5600,4,0,1,0,0,0
18796,0.221298496,67,0,1767,nan,18,0,1,0,0,0
18797,0.273518162,80,0,0.284309021,4167,14,0,1,0,0,0
18798,0.021019589,66,0,0.011743681,3916,6,0,0,0,0,0
18799,0.9999999,44,0,0,1,0,0,0,0,2,0
18800,0.018148921,66,0,0.033886188,6993,11,0,0,0,1,0
18801,0.9999999,46,0,0.383318803,3440,4,0,1,0,2,0
18802,1.078334972,39,2,0.124300112,1785,6,1,0,0,8,1
18803,0.948268886,44,3,0.563185158,8300,9,0,2,0,3,0
18804,0.376348001,46,0,1082,nan,6,0,0,0,1,0
18805,0.008542159,62,0,0.241903934,4600,5,0,1,0,0,0
18806,0,51,0,0.188756225,16666,9,0,1,0,1,0
18807,0.07939603,61,0,5281,nan,9,0,4,0,0,0
18808,0.108044061,49,1,0.244844394,8000,10,0,2,0,2,0
18809,0.013539919,69,0,0.005624414,9600,10,0,0,0,0,0
18810,0.011793396,45,0,0.329771319,4678,11,0,1,0,2,0
18811,0.503735661,62,0,0.630582589,7500,16,0,3,0,0,0
18812,0.076262284,57,0,0.564410169,3500,8,0,2,0,0,0
18813,0.223385108,54,0,0.370958904,1824,6,0,1,0,2,0
18814,0.148625728,38,1,0.404269693,7400,9,0,2,0,3,0
18815,0.421288423,55,0,0.520831019,9000,21,0,1,0,1,0
18816,0.677311221,72,1,0.366901202,6821,13,0,2,0,0,0
18817,0.012518699,87,0,3,nan,2,0,0,0,0,0
18818,0.086422839,39,0,1619,0,6,0,1,0,2,0
18819,0.9999999,53,0,1.554310012,2586,7,0,3,0,0,0
18820,0.04911906,32,0,0.403718878,6345,10,0,3,0,3,0
18821,0.008012131,50,1,0.628914252,6833,11,0,2,0,2,0
18822,1.015873016,28,0,0.165846803,2845,2,0,0,1,0,0
18823,0.9999999,84,0,0,nan,3,0,0,0,0,0
18824,0.385843489,51,0,0.170408887,4230,9,0,1,0,0,1
18825,0.078884387,44,0,0.231224828,4220,5,0,1,0,3,0
18826,0.890246612,47,0,0.220945502,18275,7,0,3,0,0,1
18827,0.02903588,72,0,1392,nan,4,0,1,0,2,0
18828,0.9999999,62,0,2292,nan,6,0,1,1,0,0
18829,0.846558832,45,0,0.727705113,5045,11,0,1,0,1,0
18830,0.001794359,55,0,2,nan,5,0,0,0,0,0
18831,0.950512744,34,0,0.327597917,4416,10,0,0,0,0,0
18832,0.861998854,49,1,0.41416693,9500,8,0,2,0,0,0
18833,0.06828812,70,0,2019,nan,7,0,1,0,nan,0
18834,0.095556126,47,0,0.25299904,8335,4,0,1,0,0,0
18835,0.097183146,49,0,0.249613531,10996,8,0,2,0,2,0
18836,0.279498405,36,0,0.154033239,4933,14,0,0,0,0,0
18837,0.012838546,81,0,0.001393728,10044,5,0,0,0,0,0
18838,0.103438636,75,0,0.306303804,3600,4,0,1,0,1,0
18839,0.038300351,61,0,3732,nan,14,0,3,1,0,0
18840,0.472297911,42,0,0.108730584,3733,5,0,0,0,0,0
18841,0.162101134,65,0,0.043440857,131350,17,0,1,0,1,0
18842,0.00694116,64,0,0.093396475,3800,6,0,0,0,0,0
18843,0,32,0,0.673864895,5417,8,0,3,0,1,0
18844,0.057420303,62,0,0.006761261,10500,8,0,0,0,0,0
18845,0.111826378,50,0,0.154754762,26667,17,0,2,0,2,0
18846,0,62,0,0.226893403,6350,4,0,2,0,0,0
18847,0.306427951,55,0,0.33084366,5890,9,0,2,0,0,0
18848,0.022322873,56,0,0.186428715,9917,5,0,1,0,0,0
18849,0.162870427,59,0,0.269900658,7750,20,0,1,0,0,0
18850,0.087560275,29,0,0.173206698,4000,7,0,0,0,1,0
18851,0.071176196,73,0,0.028521023,3400,11,0,0,0,0,0
18852,0.210488306,58,0,1507,nan,3,0,1,0,0,0
18853,0.032950069,56,1,0.308322752,8662,13,1,2,0,0,0
18854,0.002439507,68,0,0.252099832,8333,9,0,1,0,0,0
18855,0,79,0,0.140367584,10500,2,0,0,0,2,0
18856,0.551708038,27,0,550,nan,6,0,0,0,0,0
18857,0.177142521,77,0,0.294988315,3850,16,0,1,0,0,0
18858,0.692635883,43,1,0.462676346,7300,9,0,1,0,0,0
18859,0.9742379,27,1,1.515806988,600,5,0,0,0,0,0
18860,0.093154277,62,0,0.17062635,4166,5,0,0,0,1,0
18861,0.069358913,49,0,0.2306194,7700,18,0,2,0,3,0
18862,0.006105287,70,0,4,nan,6,0,0,0,0,0
18863,0.084053879,48,0,0.173443541,7500,3,0,1,0,0,0
18864,0.644938111,35,0,0.362828582,2700,8,0,0,0,0,0
18865,0.9999999,29,0,0.001110494,1800,1,0,0,0,0,0
18866,0.225731189,36,0,0.631911311,7125,8,0,1,0,0,0
18867,2.059800664,54,1,0.144171779,1629,3,0,0,1,2,0
18868,0.35318298,56,0,0.529694061,5000,5,0,1,0,0,0
18869,0.250852585,75,0,0.204718048,6188,14,0,0,0,1,0
18870,0.640975449,50,0,0.3856024,6000,7,0,1,0,0,0
18871,0.003136416,75,0,1189,nan,9,0,1,0,0,0
18872,0.38228116,53,0,0.375817641,5044,8,0,1,0,2,0
18873,0.675985105,66,1,0.901137358,8000,17,0,3,1,0,0
18874,0.183496942,72,0,2447,nan,13,0,1,0,0,0
18875,0.230378811,35,0,0.399952387,8400,7,0,2,0,3,0
18876,0.001972,72,0,2328,nan,9,0,1,0,0,0
18877,0.780207326,48,2,0.520927753,3750,9,0,1,0,1,0
18878,0.062846858,30,0,0.003523474,10500,1,0,0,0,0,0
18879,0.164267229,52,1,0.342965703,10000,45,0,1,0,1,0
18880,0.220138993,72,0,1511,nan,10,0,1,0,0,0
18881,0.020363266,73,0,0.013748281,8000,2,0,0,0,0,0
18882,0.192618965,63,0,0.312534997,12500,26,0,3,0,0,0
18883,0.303422692,47,0,0.492972232,5833,26,0,1,0,0,0
18884,0.139321057,76,0,1242,nan,4,0,1,0,0,0
18885,0.301762042,70,1,2335,nan,10,0,1,0,0,0
18886,0.044308469,65,0,0.146406496,8250,6,0,1,0,0,0
18887,0.105946051,64,0,0.155221339,3523,4,0,1,0,0,0
18888,0.035990043,51,0,1253,nan,7,0,1,0,0,0
18889,0.004584755,37,0,0.263052496,6990,13,0,1,0,3,0
18890,0.9999999,46,2,0.119628135,5700,2,1,0,0,0,1
18891,0.354010245,60,0,0.403208265,3677,4,0,2,0,0,0
18892,1.996087297,34,0,0.413266524,8381,8,0,1,0,1,0
18893,0.239039198,50,0,0.423205342,9583,16,0,2,0,2,0
18894,0.9999999,38,1,940,nan,1,0,1,0,0,1
18895,0,78,0,0,8516,8,0,0,0,1,0
18896,0.140540446,60,0,0.10292604,6800,10,0,1,0,0,0
18897,0.758019358,29,2,1333,nan,6,0,0,0,nan,0
18898,0.203869903,51,1,0.296812749,9035,10,0,1,0,1,0
18899,0.141571496,56,0,0.129477281,7900,8,0,1,0,1,0
18900,0.005887142,54,1,19.75124378,200,7,0,2,0,0,0
18901,0.424532728,43,0,0.222548608,7148,6,0,2,0,3,0
18902,0.535453553,47,0,0.299685016,20000,14,0,1,0,1,0
18903,0.992003998,47,0,744,nan,4,0,0,0,0,0
18904,0.073322161,50,0,0.449346549,11400,11,0,2,1,2,0
18905,0.583340569,43,0,0.273552587,5837,8,0,2,0,0,0
18906,0.081808234,49,0,2139,nan,4,0,1,0,0,0
18907,0.297161231,57,0,484,nan,4,0,0,0,0,0
18908,0.013258277,93,0,5,nan,2,0,0,0,0,0
18909,0.521122418,32,0,0.212553231,5400,5,0,1,0,0,0
18910,0.605656604,33,0,0.874098991,2080,3,0,1,0,0,0
18911,0.569675484,55,0,0.458657356,6300,13,0,2,0,1,0
18912,0.752779809,45,0,0.27857266,5800,6,0,0,0,0,0
18913,0.173911421,53,2,0.628135415,5700,17,1,2,0,0,0
18914,0.9999999,44,0,0,5216,1,7,0,0,0,1
18915,0.9999999,48,0,216,nan,2,0,0,0,nan,0
18916,0.026417428,68,0,0.117492788,7625,11,0,0,0,1,0
18917,0.608920205,61,0,3039,nan,11,0,2,0,0,0
18918,0.003194389,65,0,1302,nan,5,0,1,0,0,0
18919,0.523443226,40,0,0.312952477,13950,8,0,3,0,2,0
18920,1303,52,0,1179,nan,3,0,1,0,0,0
18921,0.049998975,58,0,2055,nan,12,0,1,0,0,0
18922,0.9999999,56,1,0.07801182,78000,6,1,1,0,3,1
18923,0.085569652,59,0,0.453286116,9600,16,0,4,0,0,0
18924,0.044283533,72,0,0.157464213,1466,6,0,0,0,1,0
18925,0.326556161,53,0,2406,nan,15,0,1,0,0,0
18926,0.025956895,38,1,0.469369206,5500,7,0,2,0,2,0
18927,0.811993517,53,0,0.744040953,6250,14,0,2,1,2,0
18928,0.078006304,44,0,0.267425586,10716,15,0,1,0,2,0
18929,0.479041916,37,0,0.002332556,3000,1,0,0,1,0,0
18930,0.606824603,41,0,0.339461808,5982,9,0,0,0,3,0
18931,0.345665893,40,0,0.300769923,10000,5,0,1,0,2,0
18932,0.209793895,62,0,0.429805616,4166,10,0,1,0,0,0
18933,0.091922521,64,0,0.011560694,6400,3,0,0,0,0,0
18934,0,49,0,0.278944211,1666,5,0,0,0,0,0
18935,0.010642477,65,1,2527,nan,5,0,2,0,0,0
18936,0.044358464,66,0,0.319900102,8808,4,0,1,0,0,0
18937,0.995218431,38,0,0.203378145,2900,8,0,0,0,0,0
18938,0.337349902,53,0,0.466666667,2264,17,0,0,0,1,0
18939,0.273090906,70,0,0.10457442,8787,9,0,0,0,0,0
18940,0.80860233,44,0,0.842233602,4100,10,0,1,0,0,0
18941,0.306126593,47,2,1220,nan,10,0,1,1,0,1
18942,0.086684724,58,1,0.230901096,13416,15,0,1,0,2,0
18943,0.9999999,30,1,0.066954644,4166,6,1,0,0,1,0
18944,0.9999999,56,0,0.008181074,3666,0,0,0,0,2,0
18945,0.179050973,52,0,0.098183882,1761,4,0,0,0,2,0
18946,0.252449738,63,0,3161,nan,14,0,2,0,1,0
18947,0.974951252,54,0,0.38149887,5750,12,0,1,0,2,0
18948,0.025239867,87,0,0.521095781,5000,7,0,2,0,0,0
18949,0.774571807,69,0,0.591346966,17750,23,0,2,0,1,0
18950,0.281777077,71,0,0.434056594,10000,9,0,2,0,1,0
18951,0.171839545,57,0,2307,nan,4,0,2,0,0,0
18952,0.018662342,67,0,746,0,8,0,1,0,0,0
18953,0.029174754,92,0,373,nan,5,0,0,0,0,0
18954,0.9999999,38,0,0.054717324,5500,1,0,0,0,2,0
18955,0.080334074,42,1,2315,nan,12,0,1,0,0,0
18956,0.176498478,78,1,0.562072988,6000,16,0,1,0,2,0
18957,0.9999999,27,0,0.003271538,1833,0,0,0,0,0,0
18958,0.001229141,68,0,0.15773883,4050,7,0,0,0,0,0
18959,0.266738082,38,0,0.009586817,57891,6,0,0,0,1,0
18960,0.528726396,31,0,355,nan,3,0,0,0,0,0
18961,0.089002607,55,0,0.072164138,12720,12,0,0,0,0,0
18962,0.241432597,55,0,0.316761104,5470,5,0,1,0,3,0
18963,0.02999059,78,0,0.425495751,1764,8,0,1,1,0,0
18964,0.070343439,49,0,0.595286996,9250,15,0,2,0,2,0
18965,0.090014513,60,0,0.504873782,4000,11,0,2,0,2,0
18966,0.363850225,30,0,0.392803598,2000,7,0,1,0,0,0
18967,0.010032542,61,2,0.458451561,7400,23,0,2,0,0,0
18968,0.107846107,33,0,0.441512514,3675,6,0,1,0,0,0
18969,0.008524106,62,0,0.670739836,4500,8,0,1,0,1,0
18970,0,50,0,0,3400,3,0,0,0,0,0
18971,0.234287139,58,1,0.348395109,10467,15,0,2,1,2,0
18972,0.018396321,31,0,0.058045792,3100,6,0,0,1,0,0
18973,0.014408436,77,0,11,nan,1,0,0,0,nan,0
18974,0.017215725,42,0,172,nan,6,0,0,0,1,0
18975,0.596403596,35,1,0.204999302,7160,6,0,0,1,3,0
18976,0.99550075,49,0,3070,nan,6,0,1,0,nan,0
18977,0.157937409,44,0,0.568287808,1500,6,0,1,0,0,0
18978,0,33,0,0.289737869,3585,9,0,2,0,2,0
18979,0.031390135,39,0,0.172598193,5422,3,0,1,0,2,0
18980,0,41,0,2269,nan,6,0,2,0,3,0
18981,0,50,0,0.291784303,7083,4,0,1,0,0,0
18982,0.514386423,48,0,1.720998532,4085,17,0,4,0,0,0
18983,0.064764508,70,0,563,nan,7,0,0,0,0,0
18984,0.044979114,50,0,1.010947168,2100,9,0,2,0,2,0
18985,0.747027239,52,2,0.628046494,8000,9,0,3,0,2,0
18986,0.972866833,56,5,927,nan,6,0,0,2,0,0
18987,0.010036715,65,0,3795,nan,10,0,2,0,0,0
18988,0.598990357,41,0,0.193920335,8585,7,0,0,0,3,0
18989,0.661935685,54,0,1.048671402,3800,15,0,1,0,0,0
18990,0.031358746,43,0,0.002627971,8751,1,0,0,0,3,0
18991,0.90473018,59,0,0.031170359,5100,5,1,0,0,1,0
18992,0.111396287,70,0,0.331708536,8000,4,0,1,0,0,0
18993,0.960159363,49,1,0.16345036,4300,4,1,0,1,0,1
18994,0.199570011,68,0,0.526775783,6292,13,0,2,0,0,0
18995,1.105788423,40,1,3.743968702,4600,9,0,1,0,2,0
18996,0.01056228,54,0,0.395841663,2500,6,0,1,0,0,0
18997,0.025629476,73,0,17,nan,2,0,0,0,0,0
18998,0.04222955,35,0,0.310114238,7177,3,0,2,0,0,0
18999,0.9999999,33,0,0.170295114,6200,1,0,0,0,0,0
19000,0.031346708,54,0,0.270152052,4800,8,0,1,0,2,0
19001,0.393267789,64,0,0.276099051,9166,10,0,1,0,2,0
19002,0.129572254,65,0,0.537125061,6100,23,0,1,0,2,0
19003,0.023126735,50,0,90,0,19,0,0,0,4,0
19004,0.9999999,79,0,0.123889876,2251,2,0,0,0,1,0
19005,0.210827025,52,0,2402,0,4,0,1,0,3,0
19006,0.9999999,41,1,0.133085156,2148,3,1,0,1,0,0
19007,0.08493347,46,1,0.596714579,4869,18,0,1,0,3,0
19008,0.06083778,64,0,1.412782956,750,10,0,1,0,0,0
19009,0.276641461,43,1,0.512177986,4269,6,0,1,0,3,0
19010,0.344479088,63,0,0.165955345,28350,4,0,2,0,0,0
19011,0.03270492,33,0,0.71816023,8000,6,0,3,0,0,0
19012,0.457396046,41,0,0.720155469,1800,5,0,1,0,0,0
19013,0.001343708,41,0,0.369353917,1748,3,0,1,0,2,0
19014,0.029476016,91,1,0.015007215,3464,7,0,0,0,0,0
19015,0.700245335,34,0,0.46597248,2688,8,0,0,0,3,0
19016,0.453340952,34,0,2.757981462,970,10,0,1,0,0,0
19017,0.136816542,75,0,0.025327705,4500,6,0,0,0,0,0
19018,0.080922544,32,0,0.019430436,6741,8,0,0,0,0,0
19019,0.009980505,55,0,0.193872161,13250,11,0,2,0,2,0
19020,0.265241986,31,0,0.109378124,5000,4,0,0,0,3,0
19021,0.9999999,24,1,0.026730637,2917,1,1,0,0,0,0
19022,0.379868878,38,0,4.729016787,833,7,0,2,0,2,0
19023,0,36,1,0.508093995,5744,7,0,1,0,3,0
19024,0.08670688,60,1,0.074301146,13700,11,0,0,0,0,0
19025,0.239849079,41,1,0.860609293,15000,23,0,12,0,3,1
19026,0.237580423,75,0,0.18057437,7381,6,0,0,0,1,0
19027,0.981431887,46,0,0.509847807,2233,6,0,0,0,0,0
19028,0.577546783,57,0,0.86527254,5833,13,0,1,0,0,0
19029,0.450523697,50,0,0.230292294,5644,17,0,0,0,0,1
19030,0.163257537,45,0,2517,nan,13,0,2,0,0,0
19031,0.0203272,79,0,0.134484325,2200,20,0,0,0,0,0
19032,0.069982943,40,0,0.428685684,3750,6,0,1,0,2,0
19033,0.847685574,71,0,1.5,1633,6,0,0,0,0,0
19034,0.013565296,61,1,1236,nan,7,0,1,0,0,0
19035,0.079877422,81,0,118,nan,4,0,0,0,nan,0
19036,0.969206159,52,4,1.821305842,3200,13,1,2,1,0,1
19037,0.677740864,35,1,0.179071317,4500,6,2,0,1,3,1
19038,0.174370778,71,0,0.333133373,5000,16,0,0,0,0,0
19039,0.311568843,40,3,0.740103958,2500,4,0,1,0,4,1
19040,0.017585117,64,0,1115,nan,11,0,1,0,0,0
19041,0.32558664,47,0,4350,nan,26,0,2,0,0,0
19042,0.813134673,62,0,0.574589088,16000,20,0,3,0,1,0
19043,0.04793358,45,0,0.251716552,15000,6,0,1,0,3,0
19044,0.348403685,43,2,0.261053099,4500,8,0,0,0,0,0
19045,0.940962761,59,2,0.92451887,4000,7,0,2,1,0,0
19046,0,53,2,462,nan,5,0,0,0,0,0
19047,0.049315276,53,0,1.044962531,1200,7,0,1,0,0,0
19048,0.01529284,65,0,25,nan,3,0,0,0,0,0
19049,0.14621243,36,1,0.649524299,11666,13,0,2,0,0,0
19050,0.033397704,89,0,0.010471204,6111,8,0,0,0,0,0
19051,0.05592603,77,0,0.055328064,10500,16,0,1,0,0,0
19052,0.792013866,34,0,0.176364727,5000,10,0,0,0,0,0
19053,0.475887652,50,2,1580,nan,16,0,0,0,nan,0
19054,0,34,0,0.184867951,1400,5,0,0,0,1,0
19055,0.9999999,22,0,375,nan,0,0,0,0,0,0
19056,0.674397147,46,4,0.477818182,6874,16,0,3,1,0,0
19057,0.218273242,48,0,0.16558336,6153,6,0,0,0,2,0
19058,0.010581412,57,0,0.233114447,10659,15,0,2,0,0,0
19059,0.009332988,33,0,0.002372077,2950,4,0,0,0,0,0
19060,0,43,0,0.671774045,5416,6,0,3,0,2,0
19061,0.9999999,53,0,0.102797862,3180,1,1,0,0,0,0
19062,0.021639108,79,0,0.636921125,4728,17,0,1,0,0,0
19063,0.232562744,26,0,140,0,3,0,0,0,0,0
19064,0.063195623,72,0,0.002298322,4350,2,0,0,0,0,0
19065,0,54,0,2146,nan,4,0,1,0,nan,0
19066,0,35,0,1.838390967,1416,7,0,1,0,0,0
19067,0,49,1,0.298940212,5000,9,0,2,0,0,0
19068,0.839737582,33,0,1439,nan,4,0,1,0,0,0
19069,0.870782304,37,1,1000,nan,4,1,0,1,0,0
19070,0.9999999,48,1,0.096814233,7250,2,3,0,0,2,1
19071,0.527169057,36,0,0.265562188,8208,9,0,1,0,3,0
19072,0.850011904,41,0,0.266978923,8966,5,0,2,0,2,0
19073,1.185628743,33,2,0.111083622,4041,3,0,0,1,0,1
19074,0.841513207,66,1,0.213615302,8416,5,0,1,0,0,0
19075,0.055702221,70,0,0.013383792,10833,13,0,0,0,1,0
19076,0.915254237,44,0,0.100289886,37600,3,0,1,0,0,0
19077,0,33,0,0.171562867,850,2,0,0,0,1,0
19078,0,59,0,0.033996762,10500,9,0,0,0,0,0
19079,0.090396987,59,0,0.007231497,11200,4,0,0,0,1,0
